index,running,waiting,started,step,time,relative_time,broken,timedout,agreement,results,n_negotiators,has_error,error_details,erred_negotiator,erred_agent,threads,last_thread,left_negotiators,current_offer,current_proposer,current_proposer_agent,n_acceptances,new_offers,new_offerer_agents,last_negotiator,current_data,new_data,utilities,max_utils,min_utils,reserved_values,partners,params,run_id,execution_time,negotiator_names,negotiator_ids,negotiator_types,negotiator_times,n_steps,time_limit,shared_n_steps,shared_time_limit,pend,pend_per_second,step_time_limit,negotiator_time_limit,annotation,scenario,mechanism_name,mechanism_type,effective_scenario_name,last_step,last_time,scored_indices,rep,n_repetitions,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ks_optimality,modified_ks_optimality,__python_class__,fairness
133,False,False,True,36,0.030832083,0.7254901960784313,False,False,"(4, 10, 4, 'basic')",,2,False,,,,{},,[],"[4, 10, 4, 'basic']",SmartAspirationNegotiator@0,,2,"[['SmartAspirationNegotiator@0', [4, 10, 4, 'basic']]]",[None],SmartAspirationNegotiator@0,,"[['SmartAspirationNegotiator@0', None]]","(0.7793597066154879, 0.3794671864847304)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0009639366705748589, 0.0007811278057266481)","['SmartAspirationNegotiator', 'LinearTBNegotiator']",,0dPemw4oBxo,0.036737959017045796,"['SmartAspirationNegotiator@0', 'LinearTBNegotiator@1']","['SmartAspirationNegotiator@0', 'LinearTBNegotiator@1']","['src.negotiators.SmartAspirationNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.014215670817065984, 0.0196931577520445]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S5_F,0dPemw4oBxo,negmas.sao.mechanism.SAOMechanism,0dPemw4oBxo,36,0.030832083,,0,2,0.9239956174677784,0.7260400905445881,0.7260400905445881,0.7121247880259337,0.7662580823685883,0.7121247880259337,0.7121247880259337,negmas.preferences.ops.OutcomeOptimality,0.7260400905445881
134,False,False,True,8,0.017810792,0.17647058823529413,False,False,"(9, 9, 9, 'basic')",,2,False,,,,{},,[],"[9, 9, 9, 'basic']",LinearTBNegotiator@1,,2,[],"[None, None]",LinearTBNegotiator@1,,[],"(0.48862897985705, 0.8700454840805718)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0008771261662935939, 0.0007442816259952948)","['ConcederTBNegotiator', 'LinearTBNegotiator']",,5tXS8yl7W2o,0.0180143749457784,"['ConcederTBNegotiator@0', 'LinearTBNegotiator@1']","['ConcederTBNegotiator@0', 'LinearTBNegotiator@1']","['negmas.gb.negotiators.timebased.ConcederTBNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.009109713835641742, 0.008269582700449973]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S0_F,5tXS8yl7W2o,negmas.sao.mechanism.SAOMechanism,5tXS8yl7W2o,8,0.017810792,,0,2,1.0,0.7625130806021299,0.7625130806021299,0.7805360810361862,0.8984044946650847,0.7805360810361862,0.7805360810361862,negmas.preferences.ops.OutcomeOptimality,0.7805360810361862
135,False,False,True,22,0.027711916,0.45098039215686275,False,False,"(9, 1, 0, 'standard')",,2,False,,,,{},,[],"[9, 1, 0, 'standard']",LinearTBNegotiator@1,,2,[],"[None, None]",LinearTBNegotiator@1,,[],"(0.6104746317512275, 0.5887096774193548)","[0.9999999999999999, 0.9999999999999999]","[0.016366612111292964, 0.0]","(0.0006426653306037134, 0.0012950634439420957)","['LinearTBNegotiator', 'LinearTBNegotiator']",,QOz92RT3z2c,0.027956042031291872,"['LinearTBNegotiator@0', 'LinearTBNegotiator@1']","['LinearTBNegotiator@0', 'LinearTBNegotiator@1']","['negmas.gb.negotiators.timebased.LinearTBNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.01296291803009808, 0.013264707929920405]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S2_E-1,QOz92RT3z2c,negmas.sao.mechanism.SAOMechanism,QOz92RT3z2c,22,0.027711916,,0,2,0.9948163616773602,0.962770739134347,0.9948163616773602,0.9851895102634617,0.9762688190810784,0.9851895102634617,0.9851895102634617,negmas.preferences.ops.OutcomeOptimality,0.9948163616773602
136,False,False,True,42,0.033400375,0.8431372549019608,False,False,"(4, 8, 8, 'premium')",,2,False,,,,{},,[],"[4, 8, 8, 'premium']",BoulwareTBNegotiator@1,,2,[],"[None, None]",BoulwareTBNegotiator@1,,[],"(0.5904521398386507, 0.5873015873015872)","[1.0, 1.0]","[0.023809523809523808, 0.0]","(0.0007754352238636291, 0.002193248997500751)","['SmartAspirationNegotiator', 'BoulwareTBNegotiator']",,ZP1xuupJDfE,0.03848824999295175,"['SmartAspirationNegotiator@0', 'BoulwareTBNegotiator@1']","['SmartAspirationNegotiator@0', 'BoulwareTBNegotiator@1']","['src.negotiators.SmartAspirationNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.016341834736522287, 0.018872412852942944]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S1_B-1,ZP1xuupJDfE,negmas.sao.mechanism.SAOMechanism,ZP1xuupJDfE,42,0.033400375,,1,2,0.9829625189076004,0.9657533700827802,0.9788365509746099,0.9788365509746099,0.947855343839237,0.9788365509746099,0.9788365509746099,negmas.preferences.ops.OutcomeOptimality,0.9788365509746099
137,False,False,True,44,0.044832041,0.8823529411764706,False,False,"(9, 10, 1, 'basic')",,2,False,,,,{},,[],"[9, 10, 1, 'basic']",BoulwareTBNegotiator@1,,2,[],"[None, None]",BoulwareTBNegotiator@1,,[],"(0.5465949820788529, 0.503182396799418)","[0.9999999999999999, 0.9999999999999999]","[0.0, 0.016366612111292964]","(0.0010624744725208587, 0.0007574209704742231)","['BoulwareTBNegotiator', 'BoulwareTBNegotiator']",,fptLPsvhTiI,0.0450834590010345,"['BoulwareTBNegotiator@0', 'BoulwareTBNegotiator@1']","['BoulwareTBNegotiator@0', 'BoulwareTBNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.020898373681120574, 0.0207452088361606]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S3_E,fptLPsvhTiI,negmas.sao.mechanism.SAOMechanism,fptLPsvhTiI,44,0.044832041,,0,2,0.9210437943802361,0.9101795645181664,0.9126584534033798,0.9210437943802361,0.8546350332788867,0.9210437943802361,0.9210437943802361,negmas.preferences.ops.OutcomeOptimality,0.9210437943802361
138,False,False,True,36,0.029188708,0.7254901960784313,False,False,"(7, 10, 4, 'premium')",,2,False,,,,{},,[],"[7, 10, 4, 'premium']",GeniusBOABaselineNegotiator@0,,2,"[['GeniusBOABaselineNegotiator@0', [7, 10, 4, 'premium']]]",[None],GeniusBOABaselineNegotiator@0,,"[['GeniusBOABaselineNegotiator@0', None]]","(0.7735117533991136, 0.4194282001299545)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0008771261662935939, 0.0007442816259952948)","['GeniusBOABaselineNegotiator', 'LinearTBNegotiator']",,hoQu5izIx44,0.02940629201475531,"['GeniusBOABaselineNegotiator@0', 'LinearTBNegotiator@1']","['GeniusBOABaselineNegotiator@0', 'LinearTBNegotiator@1']","['src.negotiators.GeniusBOABaselineNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.007195716549176723, 0.0193700342788361]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S0_F,hoQu5izIx44,negmas.sao.mechanism.SAOMechanism,hoQu5izIx44,36,0.029188708,,0,2,0.9278759254536693,0.7564675455445156,0.7564675455445156,0.7427200277162486,0.7888148666679268,0.7427200277162486,0.7427200277162486,negmas.preferences.ops.OutcomeOptimality,0.7564675455445156
139,False,False,True,42,0.043266875,0.8431372549019608,False,False,"(7, 9, 4, 'basic')",,2,False,,,,{},,[],"[7, 9, 4, 'basic']",BoulwareTBNegotiator@1,,2,[],"[None, None]",BoulwareTBNegotiator@1,,[],"(0.584795321637427, 0.6217898560631812)","[1.0, 1.0]","[0.046783625730994156, 0.09356725146198831]","(0.0007811278057266481, 0.0009639366705748589)","['BoulwareTBNegotiator', 'BoulwareTBNegotiator']",,E6PNnjLuy_g,0.043493792007211596,"['BoulwareTBNegotiator@0', 'BoulwareTBNegotiator@1']","['BoulwareTBNegotiator@0', 'BoulwareTBNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.020077425346244127, 0.020118035725317895]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S5_F-1,E6PNnjLuy_g,negmas.sao.mechanism.SAOMechanism,E6PNnjLuy_g,42,0.043266875,,1,2,0.8418817572733157,0.8356322357077108,0.8356322357077108,0.834585113574342,0.7978375803876622,0.834585113574342,0.834585113574342,negmas.preferences.ops.OutcomeOptimality,0.8356322357077108
140,False,False,True,39,0.044237667,0.7843137254901961,False,False,"(6, 4, 9, 'standard')",,2,False,,,,{},,[],"[6, 4, 9, 'standard']",LinearTBNegotiator@0,,2,"[['LinearTBNegotiator@0', [6, 4, 9, 'standard']]]",[None],LinearTBNegotiator@0,,"[['LinearTBNegotiator@0', None]]","(0.23703471649526825, 0.6710310965630115)","[0.9999999999999999, 0.9999999999999999]","[0.0, 0.016366612111292964]","(0.0010624744725208587, 0.0007574209704742231)","['LinearTBNegotiator', 'BoulwareTBNegotiator']",,UJhN7cUznM4,0.04447504202835262,"['LinearTBNegotiator@0', 'BoulwareTBNegotiator@1']","['LinearTBNegotiator@0', 'BoulwareTBNegotiator@1']","['negmas.gb.negotiators.timebased.LinearTBNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.022677581291645765, 0.01870583207346499]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S3_E,UJhN7cUznM4,negmas.sao.mechanism.SAOMechanism,UJhN7cUznM4,39,0.044237667,,1,2,0.9694735723246475,0.70911502398021,0.7441159507431945,0.7325810824533303,0.7392661263016912,0.7325810824533303,0.7325810824533303,negmas.preferences.ops.OutcomeOptimality,0.7441159507431945
141,False,False,True,32,0.032375834,0.6470588235294118,False,False,"(8, 1, 5, 'basic')",,2,False,,,,{},,[],"[8, 1, 5, 'basic']",ConcederTBNegotiator@1,,2,[],"[None, None]",ConcederTBNegotiator@1,,[],"(0.8538011695906432, 0.14619883040935672)","[1.0, 1.0]","[0.0, 0.0]","(0.0034960628013070215, 0.004370114375307104)","['SmartAspirationNegotiator', 'ConcederTBNegotiator']",,inCr6lAvgYg,0.03717712499201298,"['SmartAspirationNegotiator@0', 'ConcederTBNegotiator@1']","['SmartAspirationNegotiator@0', 'ConcederTBNegotiator@1']","['src.negotiators.SmartAspirationNegotiator', 'negmas.gb.negotiators.timebased.ConcederTBNegotiator']","[0.011330042034387589, 0.02332779235439375]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S4_A-1,inCr6lAvgYg,negmas.sao.mechanism.SAOMechanism,inCr6lAvgYg,32,0.032375834,,0,2,1.0,0.6432748538011697,0.6432748538011697,0.6491228070175439,1.0,0.6432748538011697,0.6491228070175439,negmas.preferences.ops.OutcomeOptimality,0.6432748538011697
142,False,False,True,43,0.029655917,0.8627450980392157,False,False,"(7, 5, 2, 'standard')",,2,False,,,,{},,[],"[7, 5, 2, 'standard']",BoulwareTBNegotiator@0,,2,"[['BoulwareTBNegotiator@0', [7, 5, 2, 'standard']]]",[None],BoulwareTBNegotiator@0,,"[['BoulwareTBNegotiator@0', None]]","(0.4970760233918128, 0.5029239766081871)","[1.0, 1.0]","[0.0, 0.0]","(0.004370114375307104, 0.0034960628013070215)","['BoulwareTBNegotiator', 'GeniusBOABaselineNegotiator']",,cD90Ilquzio,0.029884416959248483,"['BoulwareTBNegotiator@0', 'GeniusBOABaselineNegotiator@1']","['BoulwareTBNegotiator@0', 'GeniusBOABaselineNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'src.negotiators.GeniusBOABaselineNegotiator']","[0.020213962241541594, 0.006271203397773206]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S4_A,cD90Ilquzio,negmas.sao.mechanism.SAOMechanism,cD90Ilquzio,43,0.029655917,,1,2,0.9999999999999999,0.9941520467836257,0.9941520467836257,0.9999999999999999,0.9999999999999999,0.9941520467836257,0.9999999999999999,negmas.preferences.ops.OutcomeOptimality,0.9941520467836257
143,False,False,True,31,0.071200583,0.6274509803921569,False,False,"(9, 2, 9, 'premium')",,2,False,,,,{},,[],"[9, 2, 9, 'premium']",BoulwareTBNegotiator@0,,2,"[['BoulwareTBNegotiator@0', [9, 2, 9, 'premium']]]",[None],BoulwareTBNegotiator@0,,"[['BoulwareTBNegotiator@0', None]]","(0.8657937806873975, 0.17741935483870966)","[0.9999999999999999, 0.9999999999999999]","[0.016366612111292964, 0.0]","(0.0006426653306037134, 0.0012950634439420957)","['BoulwareTBNegotiator', 'ConcederTBNegotiator']",,f-aRrdjk0sw,0.07144825003342703,"['BoulwareTBNegotiator@0', 'ConcederTBNegotiator@1']","['BoulwareTBNegotiator@0', 'ConcederTBNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'negmas.gb.negotiators.timebased.ConcederTBNegotiator']","[0.01624483981868252, 0.052730698604136705]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S2_E-1,f-aRrdjk0sw,negmas.sao.mechanism.SAOMechanism,f-aRrdjk0sw,31,0.071200583,,0,2,1.0,0.6181361991736312,0.6553875741567566,0.6401835445286903,0.8492910123001515,0.6401835445286903,0.6401835445286903,negmas.preferences.ops.OutcomeOptimality,0.6553875741567566
144,False,False,True,43,0.030577583,0.8627450980392157,False,False,"(9, 2, 1, 'premium')",,2,False,,,,{},,[],"[9, 2, 1, 'premium']",GeniusBOABaselineNegotiator@1,,2,[],"[None, None]",GeniusBOABaselineNegotiator@1,,[],"(0.578853046594982, 0.5457355882887797)","[0.9999999999999999, 0.9999999999999999]","[0.0, 0.016366612111292964]","(0.0012950634439420957, 0.0006426653306037134)","['BoulwareTBNegotiator', 'GeniusBOABaselineNegotiator']",,UEZH9HTaRKk,0.030804666981566697,"['BoulwareTBNegotiator@0', 'GeniusBOABaselineNegotiator@1']","['BoulwareTBNegotiator@0', 'GeniusBOABaselineNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'src.negotiators.GeniusBOABaselineNegotiator']","[0.02006321883527562, 0.0074326994945295155]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S2_E,UEZH9HTaRKk,negmas.sao.mechanism.SAOMechanism,UEZH9HTaRKk,43,0.030577583,,1,2,0.9587829391141542,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,negmas.preferences.ops.OutcomeOptimality,0.9587829391141542
145,False,False,True,14,0.02149075,0.29411764705882354,False,False,"(9, 10, 8, 'standard')",,2,False,,,,{},,[],"[9, 10, 8, 'standard']",LinearTBNegotiator@1,,2,[],"[None, None]",LinearTBNegotiator@1,,[],"(0.7543859649122808, 0.7573099415204678)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0008771261662935939, 0.0007442816259952948)","['LinearTBNegotiator', 'LinearTBNegotiator']",,eU_MDhwGyTw,0.021700916986446828,"['LinearTBNegotiator@0', 'LinearTBNegotiator@1']","['LinearTBNegotiator@0', 'LinearTBNegotiator@1']","['negmas.gb.negotiators.timebased.LinearTBNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.010384168825112283, 0.010240124014671892]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S0_F,eU_MDhwGyTw,negmas.sao.mechanism.SAOMechanism,eU_MDhwGyTw,14,0.02149075,,0,2,1.0,0.9807999989329749,0.9807999989329749,1.0,0.9995877842364035,1.0,1.0,negmas.preferences.ops.OutcomeOptimality,1.0
146,False,False,True,25,0.034399792,0.5098039215686274,False,False,"(0, 10, 1, 'premium')",,2,False,,,,{},,[],"[0, 10, 1, 'premium']",BoulwareTBNegotiator@1,,2,[],"[None, None]",BoulwareTBNegotiator@1,,[],"(0.19047619047619047, 0.9682539682539681)","[1.0, 1.0]","[0.023809523809523808, 0.0]","(0.0007754352238636291, 0.002193248997500751)","['ConcederTBNegotiator', 'BoulwareTBNegotiator']",,fuuNeXH1udw,0.03464691701810807,"['ConcederTBNegotiator@0', 'BoulwareTBNegotiator@1']","['ConcederTBNegotiator@0', 'BoulwareTBNegotiator@1']","['negmas.gb.negotiators.timebased.ConcederTBNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.019652703194878995, 0.012982365267816931]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S1_B-1,fuuNeXH1udw,negmas.sao.mechanism.SAOMechanism,fuuNeXH1udw,25,0.034399792,,0,2,1.0,0.6247884002894775,0.6039172983238965,0.6039172983238965,0.9325451898054491,0.6039172983238965,0.6039172983238965,negmas.preferences.ops.OutcomeOptimality,0.6247884002894775
147,False,False,True,38,0.031492291,0.7647058823529411,False,False,"(7, 2, 7, 'standard')",,2,False,,,,{},,[],"[7, 2, 7, 'standard']",SmartAspirationNegotiator@1,,2,[],"[None, None]",SmartAspirationNegotiator@1,,[],"(0.2631578947368421, 0.7368421052631577)","[1.0, 1.0]","[0.0, 0.0]","(0.004370114375307104, 0.0034960628013070215)","['LinearTBNegotiator', 'SmartAspirationNegotiator']",,zpNvHiOUUJM,0.03640466701472178,"['LinearTBNegotiator@0', 'SmartAspirationNegotiator@1']","['LinearTBNegotiator@0', 'SmartAspirationNegotiator@1']","['negmas.gb.negotiators.timebased.LinearTBNegotiator', 'src.negotiators.SmartAspirationNegotiator']","[0.021244756178930402, 0.012156411190517247]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S4_A,zpNvHiOUUJM,negmas.sao.mechanism.SAOMechanism,zpNvHiOUUJM,38,0.031492291,,0,2,0.9999999999999999,0.760233918128655,0.760233918128655,0.7660818713450294,0.9999999999999998,0.760233918128655,0.7660818713450294,negmas.preferences.ops.OutcomeOptimality,0.760233918128655
148,False,False,True,40,0.044481167,0.803921568627451,False,False,"(6, 4, 9, 'standard')",,2,False,,,,{},,[],"[6, 4, 9, 'standard']",LinearTBNegotiator@1,,2,[],"[None, None]",LinearTBNegotiator@1,,[],"(0.6710310965630115, 0.23703471649526825)","[0.9999999999999999, 0.9999999999999999]","[0.016366612111292964, 0.0]","(0.0007574209704742231, 0.0010624744725208587)","['BoulwareTBNegotiator', 'LinearTBNegotiator']",,grNHZDFi2gQ,0.04473579203477129,"['BoulwareTBNegotiator@0', 'LinearTBNegotiator@1']","['BoulwareTBNegotiator@0', 'LinearTBNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.01905584178166464, 0.02248869655886665]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S3_E-1,grNHZDFi2gQ,negmas.sao.mechanism.SAOMechanism,grNHZDFi2gQ,40,0.044481167,,0,2,0.9694735723246475,0.70911502398021,0.7441159507431945,0.7325810824533303,0.7392661263016912,0.7325810824533303,0.7325810824533303,negmas.preferences.ops.OutcomeOptimality,0.7441159507431945
149,False,False,True,39,0.033188916,0.7843137254901961,False,False,"(9, 7, 8, 'premium')",,2,False,,,,{},,[],"[9, 7, 8, 'premium']",SmartAspirationNegotiator@1,,2,[],"[None, None]",SmartAspirationNegotiator@1,,[],"(0.253828356729652, 0.6995817421349336)","[0.9999999999999999, 0.9999999999999999]","[0.0, 0.016366612111292964]","(0.0010624744725208587, 0.0007574209704742231)","['LinearTBNegotiator', 'SmartAspirationNegotiator']",,CSo9eNIsXpU,0.03899195801932365,"['LinearTBNegotiator@0', 'SmartAspirationNegotiator@1']","['LinearTBNegotiator@0', 'SmartAspirationNegotiator@1']","['negmas.gb.negotiators.timebased.LinearTBNegotiator', 'src.negotiators.SmartAspirationNegotiator']","[0.021966495143715292, 0.013971787062473595]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S3_E,CSo9eNIsXpU,negmas.sao.mechanism.SAOMechanism,CSo9eNIsXpU,39,0.033188916,,1,2,0.9845829745045027,0.7159757289221454,0.7519186022843661,0.7393675598672658,0.7761813961377478,0.7393675598672658,0.7393675598672658,negmas.preferences.ops.OutcomeOptimality,0.7519186022843661
150,False,False,True,38,0.029463125,0.7647058823529411,False,False,"(9, 10, 7, 'standard')",,2,False,,,,{},,[],"[9, 10, 7, 'standard']",SmartAspirationNegotiator@1,,2,[],"[None, None]",SmartAspirationNegotiator@1,,[],"(0.7725532264198727, 0.7397660818713451)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0008771261662935939, 0.0007442816259952948)","['BoulwareTBNegotiator', 'SmartAspirationNegotiator']",,PNoR5gPKrJk,0.035082791990134865,"['BoulwareTBNegotiator@0', 'SmartAspirationNegotiator@1']","['BoulwareTBNegotiator@0', 'SmartAspirationNegotiator@1']","['negmas.gb.negotiators.timebased.BoulwareTBNegotiator', 'src.negotiators.SmartAspirationNegotiator']","[0.01836430304683745, 0.013731326151173562]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 1, 'n_repetitions': 2}",S0_F,PNoR5gPKrJk,negmas.sao.mechanism.SAOMechanism,PNoR5gPKrJk,38,0.029463125,,1,2,1.0,1.0,1.0,0.9807999989329749,1.0,0.9807999989329749,0.9807999989329749,negmas.preferences.ops.OutcomeOptimality,1.0
151,False,False,True,31,0.041318542,0.6274509803921569,False,False,"(0, 10, 1, 'standard')",,2,False,,,,{},,[],"[0, 10, 1, 'standard']",ConcederTBNegotiator@0,,2,"[['ConcederTBNegotiator@0', [0, 10, 1, 'standard']]]",[None],ConcederTBNegotiator@0,,"[['ConcederTBNegotiator@0', None]]","(0.12280701754385964, 0.8771929824561403)","[1.0, 1.0]","[0.0, 0.0]","(0.0034960628013070215, 0.004370114375307104)","['ConcederTBNegotiator', 'BoulwareTBNegotiator']",,5Y_2sNl17mM,0.041596374998334795,"['ConcederTBNegotiator@0', 'BoulwareTBNegotiator@1']","['ConcederTBNegotiator@0', 'BoulwareTBNegotiator@1']","['negmas.gb.negotiators.timebased.ConcederTBNegotiator', 'negmas.gb.negotiators.timebased.BoulwareTBNegotiator']","[0.023816208471544087, 0.015210207260679454]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S4_A-1,5Y_2sNl17mM,negmas.sao.mechanism.SAOMechanism,5Y_2sNl17mM,31,0.041318542,,0,2,1.0,0.6257309941520469,0.6257309941520469,0.6257309941520469,1.0,0.6257309941520469,0.6257309941520469,negmas.preferences.ops.OutcomeOptimality,0.6257309941520469
152,False,False,True,38,0.018563375,0.7647058823529411,False,False,"(9, 10, 7, 'standard')",,2,False,,,,{},,[],"[9, 10, 7, 'standard']",SmartAspirationNegotiator@1,,2,[],"[None, None]",SmartAspirationNegotiator@1,,[],"(0.7725532264198727, 0.7397660818713451)","[1.0, 1.0]","[0.09356725146198831, 0.046783625730994156]","(0.0009639366705748589, 0.0007811278057266481)","['GeniusBOABaselineNegotiator', 'SmartAspirationNegotiator']",,Ln7CXuUry1I,0.02412304194876924,"['GeniusBOABaselineNegotiator@0', 'SmartAspirationNegotiator@1']","['GeniusBOABaselineNegotiator@0', 'SmartAspirationNegotiator@1']","['src.negotiators.GeniusBOABaselineNegotiator', 'src.negotiators.SmartAspirationNegotiator']","[0.00734021479729563, 0.013864711043424904]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S5_F,Ln7CXuUry1I,negmas.sao.mechanism.SAOMechanism,Ln7CXuUry1I,38,0.018563375,,0,2,1.0,1.0,1.0,0.9807999989329749,1.0,0.9807999989329749,0.9807999989329749,negmas.preferences.ops.OutcomeOptimality,1.0
153,False,False,True,41,0.021846375,0.8235294117647058,False,False,"(9, 4, 0, 'basic')",,2,False,,,,{},,[],"[9, 4, 0, 'basic']",SmartAspirationNegotiator@0,,2,"[['SmartAspirationNegotiator@0', [9, 4, 0, 'basic']]]",[None],SmartAspirationNegotiator@0,,"[['SmartAspirationNegotiator@0', None]]","(0.5918734261726876, 0.6170212765957446)","[0.9999999999999999, 0.9999999999999999]","[0.0, 0.016366612111292964]","(0.0010624744725208587, 0.0007574209704742231)","['SmartAspirationNegotiator', 'SmartAspirationNegotiator']",,HysJtZEOGMA,0.03290487499907613,"['SmartAspirationNegotiator@0', 'SmartAspirationNegotiator@1']","['SmartAspirationNegotiator@0', 'SmartAspirationNegotiator@1']","['src.negotiators.SmartAspirationNegotiator', 'src.negotiators.SmartAspirationNegotiator']","[0.015423427044879645, 0.014281449257396162]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S3_E,HysJtZEOGMA,negmas.sao.mechanism.SAOMechanism,HysJtZEOGMA,41,0.021846375,,0,2,1.0,0.962744468605478,1.0,0.9832225744061249,0.9841741547480721,0.9832225744061249,0.9832225744061249,negmas.preferences.ops.OutcomeOptimality,1.0
154,False,False,True,13,0.022297,0.27450980392156865,False,False,"(9, 8, 0, 'premium')",,2,False,,,,{},,[],"[9, 8, 0, 'premium']",LinearTBNegotiator@1,,2,[],"[None, None]",LinearTBNegotiator@1,,[],"(0.4238952536824877, 0.7651169989224802)","[0.9999999999999999, 0.9999999999999999]","[0.016366612111292964, 0.0]","(0.0006426653306037134, 0.0012950634439420957)","['ConcederTBNegotiator', 'LinearTBNegotiator']",,vFxXpgZNUlQ,0.022560833021998405,"['ConcederTBNegotiator@0', 'LinearTBNegotiator@1']","['ConcederTBNegotiator@0', 'LinearTBNegotiator@1']","['negmas.gb.negotiators.timebased.ConcederTBNegotiator', 'negmas.gb.negotiators.timebased.LinearTBNegotiator']","[0.011599920282606035, 0.009913705114740878]",50,inf,50,inf,0.0,0.0,inf,inf,"{'rep': 0, 'n_repetitions': 2}",S2_E-1,vFxXpgZNUlQ,negmas.sao.mechanism.SAOMechanism,vFxXpgZNUlQ,13,0.022297,,0,2,1.0,0.8500196090556311,0.8150382970349164,0.8316149347784617,0.9679876386361752,0.8316149347784617,0.8316149347784617,negmas.preferences.ops.OutcomeOptimality,0.8500196090556311
