index,strategy,utility,reserved_value,advantage,partner_welfare,welfare,scenario,partners,time,negotiator_id,has_error,self_error,mechanism_error,error_details,mechanism_name,nash_optimality,kalai_optimality,ks_optimality,max_welfare_optimality,pareto_optimality,fairness,modified_kalai_optimality,modified_ks_optimality
298,LinearTBNegotiator,0.253828356729652,0.0010624744725208587,0.2530347251933104,0.6995817421349336,0.4767050494322928,S3_E,SmartAspirationNegotiator,0.021966495143715292,LinearTBNegotiator@0,False,False,False,,CSo9eNIsXpU,0.7159757289221454,0.7519186022843661,0.7393675598672658,0.7761813961377478,0.9845829745045027,0.7519186022843661,0.7393675598672658,0.7393675598672658
299,SmartAspirationNegotiator,0.6995817421349336,0.0007574209704742231,0.6993540265699691,0.253828356729652,0.4767050494322928,S3_E,LinearTBNegotiator,0.013971787062473595,SmartAspirationNegotiator@1,False,False,False,,CSo9eNIsXpU,0.7159757289221454,0.7519186022843661,0.7393675598672658,0.7761813961377478,0.9845829745045027,0.7519186022843661,0.7393675598672658,0.7393675598672658
300,BoulwareTBNegotiator,0.7725532264198727,0.0008771261662935939,0.7723535517634607,0.7397660818713451,0.7561596541456088,S0_F,SmartAspirationNegotiator,0.01836430304683745,BoulwareTBNegotiator@0,False,False,False,,PNoR5gPKrJk,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
301,SmartAspirationNegotiator,0.7397660818713451,0.0007442816259952948,0.7395722502823309,0.7725532264198727,0.7561596541456088,S0_F,BoulwareTBNegotiator,0.013731326151173562,SmartAspirationNegotiator@1,False,False,False,,PNoR5gPKrJk,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
302,ConcederTBNegotiator,0.12280701754385964,0.0034960628013070215,0.1197295367221045,0.8771929824561403,0.5,S4_A-1,BoulwareTBNegotiator,0.023816208471544087,ConcederTBNegotiator@0,False,False,False,,5Y_2sNl17mM,0.6257309941520469,0.6257309941520469,0.6257309941520469,1.0,1.0,0.6257309941520469,0.6257309941520469,0.6257309941520469
303,BoulwareTBNegotiator,0.8771929824561403,0.004370114375307104,0.8766539460928231,0.12280701754385964,0.5,S4_A-1,ConcederTBNegotiator,0.015210207260679454,BoulwareTBNegotiator@1,False,False,False,,5Y_2sNl17mM,0.6257309941520469,0.6257309941520469,0.6257309941520469,1.0,1.0,0.6257309941520469,0.6257309941520469,0.6257309941520469
304,GeniusBOABaselineNegotiator,0.7725532264198727,0.0009639366705748589,0.7723337705926955,0.7397660818713451,0.7561596541456088,S5_F,SmartAspirationNegotiator,0.00734021479729563,GeniusBOABaselineNegotiator@0,False,False,False,,Ln7CXuUry1I,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
305,SmartAspirationNegotiator,0.7397660818713451,0.0007811278057266481,0.7395626470132772,0.7725532264198727,0.7561596541456088,S5_F,GeniusBOABaselineNegotiator,0.013864711043424904,SmartAspirationNegotiator@1,False,False,False,,Ln7CXuUry1I,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
306,SmartAspirationNegotiator,0.5918734261726876,0.0010624744725208587,0.5914393409019196,0.6170212765957446,0.6044473513842161,S3_E,SmartAspirationNegotiator,0.015423427044879645,SmartAspirationNegotiator@0,False,False,False,,HysJtZEOGMA,0.962744468605478,1.0,0.9832225744061249,0.9841741547480721,1.0,1.0,0.9832225744061249,0.9832225744061249
307,SmartAspirationNegotiator,0.6170212765957446,0.0007574209704742231,0.6167309806031204,0.5918734261726876,0.6044473513842161,S3_E,SmartAspirationNegotiator,0.014281449257396162,SmartAspirationNegotiator@1,False,False,False,,HysJtZEOGMA,0.962744468605478,1.0,0.9832225744061249,0.9841741547480721,1.0,1.0,0.9832225744061249,0.9832225744061249
308,ConcederTBNegotiator,0.4238952536824877,0.0006426653306037134,0.4235247730401688,0.7651169989224802,0.594506126302484,S2_E-1,LinearTBNegotiator,0.011599920282606035,ConcederTBNegotiator@0,False,False,False,,vFxXpgZNUlQ,0.8500196090556311,0.8150382970349164,0.8316149347784617,0.9679876386361752,1.0,0.8500196090556311,0.8316149347784617,0.8316149347784617
309,LinearTBNegotiator,0.7651169989224802,0.0012950634439420957,0.7648124160800766,0.4238952536824877,0.594506126302484,S2_E-1,ConcederTBNegotiator,0.009913705114740878,LinearTBNegotiator@1,False,False,False,,vFxXpgZNUlQ,0.8500196090556311,0.8150382970349164,0.8316149347784617,0.9679876386361752,1.0,0.8500196090556311,0.8316149347784617,0.8316149347784617
310,SmartAspirationNegotiator,0.5918734261726876,0.0010624744725208587,0.5914393409019196,0.6170212765957446,0.6044473513842161,S3_E,SmartAspirationNegotiator,0.015645168139599264,SmartAspirationNegotiator@0,False,False,False,,PjhM1uiuWaE,0.962744468605478,1.0,0.9832225744061249,0.9841741547480721,1.0,1.0,0.9832225744061249,0.9832225744061249
311,SmartAspirationNegotiator,0.6170212765957446,0.0007574209704742231,0.6167309806031204,0.5918734261726876,0.6044473513842161,S3_E,SmartAspirationNegotiator,0.01456216408405453,SmartAspirationNegotiator@1,False,False,False,,PjhM1uiuWaE,0.962744468605478,1.0,0.9832225744061249,0.9841741547480721,1.0,1.0,0.9832225744061249,0.9832225744061249
312,ConcederTBNegotiator,0.1387525004546281,0.0007574209704742231,0.1380996790771027,0.9144540713339779,0.526603285894303,S3_E-1,SmartAspirationNegotiator,0.022950878017582,ConcederTBNegotiator@0,False,False,False,,gkk9dfyQ9gY,0.6218815860491587,0.588727183871518,0.6055037501538055,0.857426776038838,0.9875390245474492,0.6218815860491587,0.6055037501538055,0.6055037501538055
313,SmartAspirationNegotiator,0.9144540713339779,0.0010624744725208587,0.9143630842971383,0.1387525004546281,0.526603285894303,S3_E-1,ConcederTBNegotiator,0.012788708787411451,SmartAspirationNegotiator@1,False,False,False,,gkk9dfyQ9gY,0.6218815860491587,0.588727183871518,0.6055037501538055,0.857426776038838,0.9875390245474492,0.6218815860491587,0.6055037501538055,0.6055037501538055
314,SmartAspirationNegotiator,0.6995817421349336,0.0007574209704742231,0.6993540265699691,0.253828356729652,0.4767050494322928,S3_E-1,LinearTBNegotiator,0.014574169821571559,SmartAspirationNegotiator@0,False,False,False,,TQHR0b0t4kM,0.7159757289221454,0.7519186022843661,0.7393675598672658,0.7761813961377478,0.9845829745045027,0.7519186022843661,0.7393675598672658,0.7393675598672658
315,LinearTBNegotiator,0.253828356729652,0.0010624744725208587,0.2530347251933104,0.6995817421349336,0.4767050494322928,S3_E-1,SmartAspirationNegotiator,0.021713541296776384,LinearTBNegotiator@1,False,False,False,,TQHR0b0t4kM,0.7159757289221454,0.7519186022843661,0.7393675598672658,0.7761813961377478,0.9845829745045027,0.7519186022843661,0.7393675598672658,0.7393675598672658
316,ConcederTBNegotiator,0.20467836257309946,0.0007442816259952948,0.2040859783909438,0.9561403508771931,0.5804093567251463,S0_F-1,GeniusBOABaselineNegotiator,0.01855199917918071,ConcederTBNegotiator@0,False,False,False,,4QDmih2_Njc,0.5699318647760668,0.5699318647760668,0.5527488392164512,0.767575145728921,1.0,0.5699318647760668,0.5527488392164512,0.5527488392164512
317,GeniusBOABaselineNegotiator,0.9561403508771931,0.0008771261662935939,0.956101846658245,0.20467836257309946,0.5804093567251463,S0_F-1,ConcederTBNegotiator,0.0066886229906231165,GeniusBOABaselineNegotiator@1,False,False,False,,4QDmih2_Njc,0.5699318647760668,0.5699318647760668,0.5527488392164512,0.767575145728921,1.0,0.5699318647760668,0.5527488392164512,0.5527488392164512
318,SmartAspirationNegotiator,0.5564516129032258,0.0010624744725208587,0.5559798528315745,0.6563011456628477,0.6063763792830368,S3_E,GeniusBOABaselineNegotiator,0.0161092120106332,SmartAspirationNegotiator@0,False,False,False,,vWCNHTRlZSc,0.9259475513173088,0.9622920760502182,0.9456457474034602,0.9873150393883301,1.0,0.9622920760502182,0.9456457474034602,0.9456457474034602
319,GeniusBOABaselineNegotiator,0.6563011456628477,0.0007574209704742231,0.6560406236181849,0.5564516129032258,0.6063763792830368,S3_E,SmartAspirationNegotiator,0.007301913923583925,GeniusBOABaselineNegotiator@1,False,False,False,,vWCNHTRlZSc,0.9259475513173088,0.9622920760502182,0.9456457474034602,0.9873150393883301,1.0,0.9622920760502182,0.9456457474034602,0.9456457474034602
320,BoulwareTBNegotiator,0.503182396799418,0.0006426653306037134,0.5028629040232768,0.5465949820788529,0.5248886894391355,S2_E-1,BoulwareTBNegotiator,0.021090958558488637,BoulwareTBNegotiator@0,False,False,False,,ZLttOG3ox4U,0.9101795645181664,0.9126584534033798,0.9210437943802361,0.8546350332788867,0.9210437943802361,0.9210437943802361,0.9210437943802361,0.9210437943802361
321,BoulwareTBNegotiator,0.5465949820788529,0.0012950634439420957,0.546007032382685,0.503182396799418,0.5248886894391355,S2_E-1,BoulwareTBNegotiator,0.020556909556034952,BoulwareTBNegotiator@1,False,False,False,,ZLttOG3ox4U,0.9101795645181664,0.9126584534033798,0.9210437943802361,0.8546350332788867,0.9210437943802361,0.9210437943802361,0.9210437943802361,0.9210437943802361
322,GeniusBOABaselineNegotiator,0.5457355882887797,0.0006426653306037134,0.5454434605600824,0.578853046594982,0.5622943174418809,S2_E-1,GeniusBOABaselineNegotiator,0.007355123001616448,GeniusBOABaselineNegotiator@0,False,False,False,,EgWNMFiK6TI,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
323,GeniusBOABaselineNegotiator,0.578853046594982,0.0012950634439420957,0.5783069273119802,0.5457355882887797,0.5622943174418809,S2_E-1,GeniusBOABaselineNegotiator,0.0070264984969981015,GeniusBOABaselineNegotiator@1,False,False,False,,EgWNMFiK6TI,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
324,SmartAspirationNegotiator,0.7543859649122808,0.0009639366705748589,0.7541489800986998,0.7573099415204678,0.7558479532163743,S5_F,GeniusBOABaselineNegotiator,0.014276588219217956,SmartAspirationNegotiator@0,False,False,False,,f0LF-GImnbg,0.9807999989329749,0.9807999989329749,1.0,0.9995877842364035,1.0,1.0,1.0,1.0
325,GeniusBOABaselineNegotiator,0.7573099415204678,0.0007811278057266481,0.7571202213719327,0.7543859649122808,0.7558479532163743,S5_F,SmartAspirationNegotiator,0.007233159150928259,GeniusBOABaselineNegotiator@1,False,False,False,,f0LF-GImnbg,0.9807999989329749,0.9807999989329749,1.0,0.9995877842364035,1.0,1.0,1.0,1.0
326,SmartAspirationNegotiator,0.7397660818713451,0.0007811278057266481,0.7395626470132772,0.7725532264198727,0.7561596541456088,S5_F-1,BoulwareTBNegotiator,0.013946670107543468,SmartAspirationNegotiator@0,False,False,False,,67JfqfdNq08,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
327,BoulwareTBNegotiator,0.7725532264198727,0.0009639366705748589,0.7723337705926955,0.7397660818713451,0.7561596541456088,S5_F-1,SmartAspirationNegotiator,0.017704364960081875,BoulwareTBNegotiator@1,False,False,False,,67JfqfdNq08,1.0,1.0,0.9807999989329749,1.0,1.0,1.0,0.9807999989329749,0.9807999989329749
328,SmartAspirationNegotiator,0.7076023391812865,0.004370114375307104,0.7063189192686266,0.2923976608187134,0.4999999999999999,S4_A,LinearTBNegotiator,0.012286751822102815,SmartAspirationNegotiator@0,False,False,False,,DxogmgT5N2w,0.7953216374269007,0.7953216374269007,0.7953216374269007,0.9999999999999998,0.9999999999999999,0.7953216374269007,0.7953216374269007,0.7953216374269007
329,LinearTBNegotiator,0.2923976608187134,0.0034960628013070215,0.28991515962249753,0.7076023391812865,0.4999999999999999,S4_A,SmartAspirationNegotiator,0.021217454690486193,LinearTBNegotiator@1,False,False,False,,DxogmgT5N2w,0.7953216374269007,0.7953216374269007,0.7953216374269007,0.9999999999999998,0.9999999999999999,0.7953216374269007,0.7953216374269007,0.7953216374269007
330,LinearTBNegotiator,0.8253968253968255,0.002193248997500751,0.8250130354121675,0.3839132298329081,0.6046550276148668,S1_B,ConcederTBNegotiator,0.008116248121950775,LinearTBNegotiator@0,False,False,False,,9xe5cvvPA8k,0.7964202352116565,0.7752162495989036,0.7752162495989036,0.9732518537566377,0.9855095709579489,0.7964202352116565,0.7752162495989036,0.7752162495989036
331,ConcederTBNegotiator,0.3839132298329081,0.0007754352238636291,0.3834351237100357,0.8253968253968255,0.6046550276148668,S1_B,LinearTBNegotiator,0.00955949374474585,ConcederTBNegotiator@1,False,False,False,,9xe5cvvPA8k,0.7964202352116565,0.7752162495989036,0.7752162495989036,0.9732518537566377,0.9855095709579489,0.7964202352116565,0.7752162495989036,0.7752162495989036
332,SmartAspirationNegotiator,0.5973813420621931,0.0006426653306037134,0.5971224266132997,0.6048387096774194,0.6011100258698062,S2_E-1,GeniusBOABaselineNegotiator,0.014741670165676624,SmartAspirationNegotiator@0,False,False,False,,pL7aay3fqeA,0.9765338686924485,0.9832225744061249,1.0,0.9787402496945685,1.0,1.0,1.0,1.0
333,GeniusBOABaselineNegotiator,0.6048387096774194,0.0012950634439420957,0.6043262871161347,0.5973813420621931,0.6011100258698062,S2_E-1,SmartAspirationNegotiator,0.007054409361444414,GeniusBOABaselineNegotiator@1,False,False,False,,pL7aay3fqeA,0.9765338686924485,0.9832225744061249,1.0,0.9787402496945685,1.0,1.0,1.0,1.0
334,BoulwareTBNegotiator,0.8538011695906432,0.0034960628013070215,0.8532882561203508,0.14619883040935672,0.5,S4_A-1,ConcederTBNegotiator,0.0149120093556121,BoulwareTBNegotiator@0,False,False,False,,xLOUmZwSyso,0.6432748538011697,0.6432748538011697,0.6432748538011697,1.0,1.0,0.6432748538011697,0.6491228070175439,0.6491228070175439
335,ConcederTBNegotiator,0.14619883040935672,0.004370114375307104,0.14245124426438982,0.8538011695906432,0.5,S4_A-1,BoulwareTBNegotiator,0.02267687109997496,ConcederTBNegotiator@1,False,False,False,,xLOUmZwSyso,0.6432748538011697,0.6432748538011697,0.6432748538011697,1.0,1.0,0.6432748538011697,0.6491228070175439,0.6491228070175439
336,GeniusBOABaselineNegotiator,0.5457355882887797,0.0006426653306037134,0.5454434605600824,0.578853046594982,0.5622943174418809,S2_E-1,BoulwareTBNegotiator,0.0073338718502782285,GeniusBOABaselineNegotiator@0,False,False,False,,tmzcLB8u2kg,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
337,BoulwareTBNegotiator,0.578853046594982,0.0012950634439420957,0.5783069273119802,0.5457355882887797,0.5622943174418809,S2_E-1,GeniusBOABaselineNegotiator,0.01996941538527608,BoulwareTBNegotiator@1,False,False,False,,tmzcLB8u2kg,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
338,BoulwareTBNegotiator,0.7573099415204678,0.0007811278057266481,0.7571202213719327,0.7543859649122808,0.7558479532163743,S5_F-1,SmartAspirationNegotiator,0.018308671889826655,BoulwareTBNegotiator@0,False,False,False,,CbbdCrVoeIU,0.9807999989329749,0.9807999989329749,1.0,0.9995877842364035,1.0,1.0,1.0,1.0
339,SmartAspirationNegotiator,0.7543859649122808,0.0009639366705748589,0.7541489800986998,0.7573099415204678,0.7558479532163743,S5_F-1,BoulwareTBNegotiator,0.014552537177223712,SmartAspirationNegotiator@1,False,False,False,,CbbdCrVoeIU,0.9807999989329749,0.9807999989329749,1.0,0.9995877842364035,1.0,1.0,1.0,1.0
340,BoulwareTBNegotiator,0.5790143662484089,0.0007574209704742231,0.5786952612042848,0.5806451612903226,0.5798297637693657,S3_E-1,SmartAspirationNegotiator,0.019823508278932422,BoulwareTBNegotiator@0,False,False,False,,uwb5TDw3skQ,0.9588819145275801,0.9717465499436655,0.9783447675564003,0.9440912700645696,0.9783447675564003,0.9783447675564003,0.9783447675564003,0.9783447675564003
341,SmartAspirationNegotiator,0.5806451612903226,0.0010624744725208587,0.5801991335862159,0.5790143662484089,0.5798297637693657,S3_E-1,BoulwareTBNegotiator,0.01571237383177504,SmartAspirationNegotiator@1,False,False,False,,uwb5TDw3skQ,0.9588819145275801,0.9717465499436655,0.9783447675564003,0.9440912700645696,0.9783447675564003,0.9783447675564003,0.9783447675564003,0.9783447675564003
342,ConcederTBNegotiator,0.19047619047619047,0.0007754352238636291,0.18984797005548684,0.9682539682539681,0.5793650793650793,S1_B-1,SmartAspirationNegotiator,0.019640459737274796,ConcederTBNegotiator@0,False,False,False,,_21rb9Vr560,0.6247884002894775,0.6039172983238965,0.6039172983238965,0.9325451898054491,1.0,0.6247884002894775,0.6039172983238965,0.6039172983238965
343,SmartAspirationNegotiator,0.9682539682539681,0.002193248997500751,0.9681841882567576,0.19047619047619047,0.5793650793650793,S1_B-1,ConcederTBNegotiator,0.011092623055446893,SmartAspirationNegotiator@1,False,False,False,,_21rb9Vr560,0.6247884002894775,0.6039172983238965,0.6039172983238965,0.9325451898054491,1.0,0.6247884002894775,0.6039172983238965,0.6039172983238965
344,BoulwareTBNegotiator,0.7894736842105263,0.0008771261662935939,0.7892888639595759,0.559779077322937,0.6746263807667316,S0_F,GeniusBOABaselineNegotiator,0.020531758724246174,BoulwareTBNegotiator@0,False,False,False,,ZIWsIXDF7lA,0.8625646620321361,0.8625646620321361,0.8474798110912376,0.8921745256681245,0.9573599675039428,0.8625646620321361,0.8474798110912376,0.8474798110912376
345,GeniusBOABaselineNegotiator,0.559779077322937,0.0007442816259952948,0.5594511849345297,0.7894736842105263,0.6746263807667316,S0_F,BoulwareTBNegotiator,0.007210872368887067,GeniusBOABaselineNegotiator@1,False,False,False,,ZIWsIXDF7lA,0.8625646620321361,0.8625646620321361,0.8474798110912376,0.8921745256681245,0.9573599675039428,0.8625646620321361,0.8474798110912376,0.8474798110912376
346,LinearTBNegotiator,0.3166030187306783,0.0007574209704742231,0.3160850071730895,0.7539135594696658,0.535258289100172,S3_E-1,BoulwareTBNegotiator,0.02003562229219824,LinearTBNegotiator@0,False,False,False,,wQ2st40EZe4,0.7874967847247605,0.7566580799973476,0.7733644806400886,0.8715190380778248,0.9676090921129151,0.7874967847247605,0.7733644806400886,0.7733644806400886
347,BoulwareTBNegotiator,0.7539135594696658,0.0010624744725208587,0.7536518208179329,0.3166030187306783,0.535258289100172,S3_E-1,LinearTBNegotiator,0.01781587488949299,BoulwareTBNegotiator@1,False,False,False,,wQ2st40EZe4,0.7874967847247605,0.7566580799973476,0.7733644806400886,0.8715190380778248,0.9676090921129151,0.7874967847247605,0.7733644806400886,0.7733644806400886
348,BoulwareTBNegotiator,0.4970760233918128,0.0034960628013070215,0.49531160105400646,0.502923976608187,0.4999999999999999,S4_A-1,BoulwareTBNegotiator,0.020046666963025928,BoulwareTBNegotiator@0,False,False,False,,SPd_LrdfLHs,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
349,BoulwareTBNegotiator,0.502923976608187,0.004370114375307104,0.5007421627566652,0.4970760233918128,0.4999999999999999,S4_A-1,BoulwareTBNegotiator,0.019281618238892406,BoulwareTBNegotiator@1,False,False,False,,SPd_LrdfLHs,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
350,BoulwareTBNegotiator,0.7894736842105263,0.0008771261662935939,0.7892888639595759,0.559779077322937,0.6746263807667316,S0_F,GeniusBOABaselineNegotiator,0.020305926853325218,BoulwareTBNegotiator@0,False,False,False,,99nYE9uH8tI,0.8625646620321361,0.8625646620321361,0.8474798110912376,0.8921745256681245,0.9573599675039428,0.8625646620321361,0.8474798110912376,0.8474798110912376
351,GeniusBOABaselineNegotiator,0.559779077322937,0.0007442816259952948,0.5594511849345297,0.7894736842105263,0.6746263807667316,S0_F,BoulwareTBNegotiator,0.007246612920425832,GeniusBOABaselineNegotiator@1,False,False,False,,99nYE9uH8tI,0.8625646620321361,0.8625646620321361,0.8474798110912376,0.8921745256681245,0.9573599675039428,0.8625646620321361,0.8474798110912376,0.8474798110912376
352,LinearTBNegotiator,0.2631578947368421,0.0034960628013070215,0.26057281084656775,0.7368421052631577,0.4999999999999999,S4_A-1,SmartAspirationNegotiator,0.021311626071110368,LinearTBNegotiator@0,False,False,False,,LSSKv_1xOcA,0.7660818713450294,0.7660818713450294,0.7660818713450294,0.9999999999999998,0.9999999999999999,0.7660818713450294,0.7660818713450294,0.7660818713450294
353,SmartAspirationNegotiator,0.7368421052631577,0.004370114375307104,0.7356870273417638,0.2631578947368421,0.4999999999999999,S4_A-1,LinearTBNegotiator,0.012138624850194901,SmartAspirationNegotiator@1,False,False,False,,LSSKv_1xOcA,0.7660818713450294,0.7660818713450294,0.7660818713450294,0.9999999999999998,0.9999999999999999,0.7660818713450294,0.7660818713450294,0.7660818713450294
354,BoulwareTBNegotiator,0.584795321637427,0.0007442816259952948,0.5844860622482134,0.6217898560631812,0.603292588850304,S0_F-1,BoulwareTBNegotiator,0.019783291092608124,BoulwareTBNegotiator@0,False,False,False,,NAbf6Ds4h-4,0.8356322357077108,0.8356322357077108,0.834585113574342,0.7978375803876622,0.8418817572733157,0.8356322357077108,0.834585113574342,0.834585113574342
355,BoulwareTBNegotiator,0.6217898560631812,0.0008771261662935939,0.6214578268180376,0.584795321637427,0.603292588850304,S0_F-1,BoulwareTBNegotiator,0.019837039813864976,BoulwareTBNegotiator@1,False,False,False,,NAbf6Ds4h-4,0.8356322357077108,0.8356322357077108,0.834585113574342,0.7978375803876622,0.8418817572733157,0.8356322357077108,0.834585113574342,0.834585113574342
356,ConcederTBNegotiator,0.1375661375661376,0.002193248997500751,0.13567044764191794,0.9079124572989682,0.5227392974325529,S1_B,SmartAspirationNegotiator,0.022179751947987825,ConcederTBNegotiator@0,False,False,False,,GTqB-UL9HPI,0.5796181182470082,0.601689676597047,0.601689676597047,0.8414004134961494,1.0,0.601689676597047,0.601689676597047,0.601689676597047
357,SmartAspirationNegotiator,0.9079124572989682,0.0007754352238636291,0.9078409939594881,0.1375661375661376,0.5227392974325529,S1_B,ConcederTBNegotiator,0.011737374006770551,SmartAspirationNegotiator@1,False,False,False,,GTqB-UL9HPI,0.5796181182470082,0.601689676597047,0.601689676597047,0.8414004134961494,1.0,0.601689676597047,0.601689676597047,0.601689676597047
358,SmartAspirationNegotiator,0.47368421052631576,0.0034960628013070215,0.47183772203326263,0.5263157894736842,0.5,S4_A-1,SmartAspirationNegotiator,0.014463619561865926,SmartAspirationNegotiator@0,False,False,False,,yxtRd6ptKY0,0.9766081871345029,0.9766081871345029,0.9766081871345029,1.0,0.9999999999999999,0.9766081871345029,0.9766081871345029,0.9766081871345029
359,SmartAspirationNegotiator,0.5263157894736842,0.004370114375307104,0.5242366492151751,0.47368421052631576,0.5,S4_A-1,SmartAspirationNegotiator,0.014541046344675124,SmartAspirationNegotiator@1,False,False,False,,yxtRd6ptKY0,0.9766081871345029,0.9766081871345029,0.9766081871345029,1.0,0.9999999999999999,0.9766081871345029,0.9766081871345029,0.9766081871345029
360,GeniusBOABaselineNegotiator,0.5457355882887797,0.0007574209704742231,0.5453912580942994,0.578853046594982,0.5622943174418809,S3_E-1,GeniusBOABaselineNegotiator,0.007663007592782378,GeniusBOABaselineNegotiator@0,False,False,False,,xqsJXKBFjHc,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
361,GeniusBOABaselineNegotiator,0.578853046594982,0.0010624744725208587,0.5784051127895757,0.5457355882887797,0.5622943174418809,S3_E-1,GeniusBOABaselineNegotiator,0.007358109869528562,GeniusBOABaselineNegotiator@1,False,False,False,,xqsJXKBFjHc,0.9474842994747478,0.9483384723776958,0.9587829391141542,0.915539679875679,0.9587829391141542,0.9587829391141542,0.9587829391141542,0.9587829391141542
362,ConcederTBNegotiator,0.20467836257309946,0.0007811278057266481,0.2040566290742856,0.9561403508771931,0.5804093567251463,S5_F-1,BoulwareTBNegotiator,0.018439489940647036,ConcederTBNegotiator@0,False,False,False,,guOPDeTrmhE,0.5699318647760668,0.5699318647760668,0.5527488392164512,0.767575145728921,1.0,0.5699318647760668,0.5527488392164512,0.5527488392164512
363,BoulwareTBNegotiator,0.9561403508771931,0.0009639366705748589,0.9560980321604822,0.20467836257309946,0.5804093567251463,S5_F-1,ConcederTBNegotiator,0.013618168130051345,BoulwareTBNegotiator@1,False,False,False,,guOPDeTrmhE,0.5699318647760668,0.5699318647760668,0.5527488392164512,0.767575145728921,1.0,0.5699318647760668,0.5527488392164512,0.5527488392164512
364,SmartAspirationNegotiator,0.4678362573099415,0.0034960628013070215,0.4659692522780767,0.5321637426900585,0.5,S4_A-1,BoulwareTBNegotiator,0.01556446315953508,SmartAspirationNegotiator@0,False,False,False,,I-_BKcvnyZw,0.9707602339181287,0.9707602339181287,0.9707602339181287,1.0,1.0,0.9707602339181287,0.9707602339181287,0.9707602339181287
365,BoulwareTBNegotiator,0.5321637426900585,0.004370114375307104,0.5301102708298027,0.4678362573099415,0.5,S4_A-1,SmartAspirationNegotiator,0.019480282731819898,BoulwareTBNegotiator@1,False,False,False,,I-_BKcvnyZw,0.9707602339181287,0.9707602339181287,0.9707602339181287,1.0,1.0,0.9707602339181287,0.9707602339181287,0.9707602339181287
366,LinearTBNegotiator,0.5767195767195767,0.002193248997500751,0.5757891767567695,0.5790272025991713,0.577873389659374,S1_B,LinearTBNegotiator,0.013405667967163026,LinearTBNegotiator@0,False,False,False,,HzZ6e2B8wbA,0.9567674947426404,0.9677024037038318,0.9677024037038318,0.9301441682228879,0.9736745881204828,0.9677024037038318,0.9677024037038318,0.9677024037038318
367,LinearTBNegotiator,0.5790272025991713,0.0007754352238636291,0.5787005121364862,0.5767195767195767,0.577873389659374,S1_B,LinearTBNegotiator,0.01424396492075175,LinearTBNegotiator@1,False,False,False,,HzZ6e2B8wbA,0.9567674947426404,0.9677024037038318,0.9677024037038318,0.9301441682228879,0.9736745881204828,0.9677024037038318,0.9677024037038318,0.9677024037038318
368,ConcederTBNegotiator,0.2059779077322937,0.0008771261662935939,0.2052808387611162,0.8778427550357375,0.5419103313840156,S0_F,SmartAspirationNegotiator,0.023748451261781156,ConcederTBNegotiator@0,False,False,False,,sHABb_sUZik,0.5566644835268639,0.5566644835268639,0.5731311073045606,0.7166612611675568,0.977991611797476,0.5731311073045606,0.5731311073045606,0.5731311073045606
369,SmartAspirationNegotiator,0.8778427550357375,0.0007442816259952948,0.8777517679227921,0.2059779077322937,0.5419103313840156,S0_F,ConcederTBNegotiator,0.013207883108407259,SmartAspirationNegotiator@1,False,False,False,,sHABb_sUZik,0.5566644835268639,0.5566644835268639,0.5731311073045606,0.7166612611675568,0.977991611797476,0.5731311073045606,0.5731311073045606,0.5731311073045606
370,BoulwareTBNegotiator,0.9298245614035088,0.0009639366705748589,0.9297568514567713,0.21572449642625083,0.5727745289148798,S5_F,ConcederTBNegotiator,0.014789961918722838,BoulwareTBNegotiator@0,False,False,False,,_L_nBBo5Dy0,0.5840520094147557,0.5840520094147557,0.5672054735427323,0.7574782994235028,0.9878762575568232,0.5840520094147557,0.5672054735427323,0.5672054735427323
371,ConcederTBNegotiator,0.21572449642625083,0.0007811278057266481,0.2151113981149205,0.9298245614035088,0.5727745289148798,S5_F,BoulwareTBNegotiator,0.019443448923993856,ConcederTBNegotiator@1,False,False,False,,_L_nBBo5Dy0,0.5840520094147557,0.5840520094147557,0.5672054735427323,0.7574782994235028,0.9878762575568232,0.5840520094147557,0.5672054735427323,0.5672054735427323
