run_id,seed,profile_id,n_steps,n_agents,agreement,agreement_outcome,rounds,u_buyer,u_supplier_avg,u_supplier_min,u_supplier_max,welfare,min_utility,utility_range,pareto_distance,money_left_on_table,welfare_regret,nash_gap,strategy_buyer,strategy_supplier_1,u_supplier_1,strategy_supplier_2,u_supplier_2
4724,4,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4725,5,M1,40,3,1,"[0, 10, ""standard"", ""premium""]",24,0.8814814814814815,0.5158834724052115,0.4713804713804714,0.5603864734299515,1.9132484262919045,0.4713804713804714,0.41010101010101013,0.0,0.34716732542819506,0.15358560705658353,0.34716732542819506,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.5603864734299515,LinearTBNegotiator,0.4713804713804714
4726,6,M1,40,3,0,,21,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4727,7,M1,40,3,0,,6,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4728,8,M1,40,3,0,,7,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4729,9,M1,40,3,0,,20,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4730,10,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4731,11,M1,40,3,1,"[0, 10, ""standard"", ""premium""]",24,0.8814814814814815,0.5158834724052115,0.4713804713804714,0.5603864734299515,1.9132484262919045,0.4713804713804714,0.41010101010101013,0.0,0.34716732542819506,0.15358560705658353,0.34716732542819506,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.5603864734299515,LinearTBNegotiator,0.4713804713804714
4732,12,M1,40,3,1,"[0, 10, ""standard"", ""premium""]",24,0.8814814814814815,0.5158834724052115,0.4713804713804714,0.5603864734299515,1.9132484262919045,0.4713804713804714,0.41010101010101013,0.0,0.34716732542819506,0.15358560705658353,0.34716732542819506,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.5603864734299515,LinearTBNegotiator,0.4713804713804714
4733,13,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4734,14,M1,40,3,0,,1,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4735,15,M1,40,3,0,,16,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4736,16,M1,40,3,0,,0,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4737,17,M1,40,3,1,"[0, 10, ""standard"", ""premium""]",24,0.8814814814814815,0.5158834724052115,0.4713804713804714,0.5603864734299515,1.9132484262919045,0.4713804713804714,0.41010101010101013,0.0,0.34716732542819506,0.15358560705658353,0.34716732542819506,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.5603864734299515,LinearTBNegotiator,0.4713804713804714
4738,18,M1,40,3,0,,22,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4739,19,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,LinearTBNegotiator,0.0009692888480767269
4740,0,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4741,1,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4742,2,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4743,3,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4744,4,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4745,5,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4746,6,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4747,7,M1,40,3,0,,6,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4748,8,M1,40,3,0,,7,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4749,9,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4750,10,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4751,11,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4752,12,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4753,13,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4754,14,M1,40,3,0,,1,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4755,15,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4756,16,M1,40,3,0,,0,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4757,17,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4758,18,M1,40,3,1,"[0, 10, ""fast"", ""premium""]",9,1.0,0.4189357341531254,0.3451178451178451,0.4927536231884057,1.837871468306251,0.3451178451178451,0.6548821548821548,0.0,0.42254428341384864,0.18693210887966374,0.42254428341384864,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4927536231884057,ConcederTBNegotiator,0.3451178451178451
4759,19,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,ConcederTBNegotiator,0.0009692888480767269
4760,0,M1,40,3,1,"[2, 10, ""slow"", ""premium""]",32,0.6592592592592592,0.5926160114303564,0.4881016281982465,0.6971303946624663,1.844491282119972,0.4881016281982465,0.2090287664642198,0.04208567168338091,0.41592446960012763,0.1840035264679178,0.41592446960012763,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4881016281982465,SmartAspirationNegotiator,0.6971303946624663
4761,1,M1,40,3,0,,18,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4762,2,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4763,3,M1,40,3,0,,15,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4764,4,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4765,5,M1,40,3,0,,26,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4766,6,M1,40,3,0,,21,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4767,7,M1,40,3,0,,6,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4768,8,M1,40,3,0,,7,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4769,9,M1,40,3,0,,20,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4770,10,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4771,11,M1,40,3,1,"[2, 10, ""slow"", ""premium""]",32,0.6592592592592592,0.5926160114303564,0.4881016281982465,0.6971303946624663,1.844491282119972,0.4881016281982465,0.2090287664642198,0.04208567168338091,0.41592446960012763,0.1840035264679178,0.41592446960012763,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4881016281982465,SmartAspirationNegotiator,0.6971303946624663
4772,12,M1,40,3,1,"[2, 10, ""slow"", ""premium""]",32,0.6592592592592592,0.5926160114303564,0.4881016281982465,0.6971303946624663,1.844491282119972,0.4881016281982465,0.2090287664642198,0.04208567168338091,0.41592446960012763,0.1840035264679178,0.41592446960012763,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4881016281982465,SmartAspirationNegotiator,0.6971303946624663
4773,13,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4774,14,M1,40,3,0,,1,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4775,15,M1,40,3,0,,16,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4776,16,M1,40,3,0,,0,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4777,17,M1,40,3,1,"[2, 10, ""slow"", ""premium""]",32,0.6592592592592592,0.5926160114303564,0.4881016281982465,0.6971303946624663,1.844491282119972,0.4881016281982465,0.2090287664642198,0.04208567168338091,0.41592446960012763,0.1840035264679178,0.41592446960012763,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.4881016281982465,SmartAspirationNegotiator,0.6971303946624663
4778,18,M1,40,3,0,,22,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4779,19,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,SmartAspirationNegotiator,0.0009692888480767269
4780,0,M1,40,3,1,"[3, 8, ""standard"", ""standard""]",32,0.6633042613546649,0.6146566545687469,0.542673107890499,0.6866402012469945,1.8926175704921586,0.542673107890499,0.1439670933564955,0.05393626518443138,0.36779818122794095,0.16271262529827046,0.36779818122794095,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.542673107890499,GeniusBOABaselineNegotiator,0.6866402012469945
4781,1,M1,40,3,0,,18,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4782,2,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4783,3,M1,40,3,0,,15,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4784,4,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4785,5,M1,40,3,0,,26,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4786,6,M1,40,3,0,,21,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4787,7,M1,40,3,0,,6,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4788,8,M1,40,3,0,,7,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4789,9,M1,40,3,0,,20,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4790,10,M1,40,3,0,,2,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4791,11,M1,40,3,1,"[3, 8, ""standard"", ""standard""]",32,0.6633042613546649,0.6146566545687469,0.542673107890499,0.6866402012469945,1.8926175704921586,0.542673107890499,0.1439670933564955,0.05393626518443138,0.36779818122794095,0.16271262529827046,0.36779818122794095,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.542673107890499,GeniusBOABaselineNegotiator,0.6866402012469945
4792,12,M1,40,3,1,"[3, 8, ""standard"", ""standard""]",32,0.6633042613546649,0.6146566545687469,0.542673107890499,0.6866402012469945,1.8926175704921586,0.542673107890499,0.1439670933564955,0.05393626518443138,0.36779818122794095,0.16271262529827046,0.36779818122794095,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.542673107890499,GeniusBOABaselineNegotiator,0.6866402012469945
4793,13,M1,40,3,0,,9,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4794,14,M1,40,3,0,,1,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4795,15,M1,40,3,0,,16,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4796,16,M1,40,3,0,,0,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
4797,17,M1,40,3,1,"[3, 8, ""standard"", ""standard""]",32,0.6633042613546649,0.6146566545687469,0.542673107890499,0.6866402012469945,1.8926175704921586,0.542673107890499,0.1439670933564955,0.05393626518443138,0.36779818122794095,0.16271262529827046,0.36779818122794095,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.542673107890499,GeniusBOABaselineNegotiator,0.6866402012469945
4798,18,M1,40,3,0,,22,0.0010802469135802468,0.0008930553554486647,0.0008168218628206024,0.0009692888480767269,0.0028663576244775764,0.0008168218628206024,0.0002634250507596444,1.029831537625471,2.257549394095622,0.9987319334408741,2.257549394095622,GeniusBOABaselineNegotiator,ConcederTBNegotiator,0.0008168218628206024,GeniusBOABaselineNegotiator,0.0009692888480767269
