time,relative_time,step,negotiator,offer,responses,state,text,data,ConcederTBNegotiator@0,GeniusBOABaselineNegotiator@1
0.0,0.0196078431372549,0,ConcederTBNegotiator@0,"(8, 10, 5, 'premium')",{},continuing,,,0.6296296296296295,0.5234716470436157
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.010310916,0.0392156862745098,1,ConcederTBNegotiator@0,"(2, 5, 8, 'premium')",{},continuing,,,0.5608465608465608,0.6063251557116666
0.010310916,0.0392156862745098,1,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.010898708,0.058823529411764705,2,ConcederTBNegotiator@0,"(6, 6, 7, 'premium')",{},continuing,,,0.5132275132275133,0.623498234383781
0.010898708,0.058823529411764705,2,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.01150375,0.0784313725490196,3,ConcederTBNegotiator@0,"(4, 2, 4, 'standard')",{},continuing,,,0.47619047619047616,0.619047619047619
0.01150375,0.0784313725490196,3,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.012130083,0.09803921568627451,4,ConcederTBNegotiator@0,"(7, 2, 5, 'premium')",{},continuing,,,0.4444444444444444,0.6345827581547269
0.012130083,0.09803921568627451,4,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.012773375,0.11764705882352941,5,ConcederTBNegotiator@0,"(2, 5, 5, 'basic')",{},continuing,,,0.41798941798941797,0.6980748216467904
0.012773375,0.11764705882352941,5,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.01345725,0.13725490196078433,6,ConcederTBNegotiator@0,"(8, 6, 9, 'premium')",{},continuing,,,0.3968253968253968,0.7142857142857143
0.01345725,0.13725490196078433,6,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
0.014168291,0.1568627450980392,7,ConcederTBNegotiator@0,"(0, 5, 8, 'basic')",{},continuing,,,0.37566137566137564,0.7650553144418253
0.014168291,0.1568627450980392,7,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,1.0
