time,relative_time,step,negotiator,offer,responses,state,text,data,LinearTBNegotiator@0,LinearTBNegotiator@1
0.024671541,0.39215686274509803,19,LinearTBNegotiator@0,"(0, 5, 5, 'standard')",{},continuing,,,0.6140350877192982,0.38596491228070173
0.024671541,0.39215686274509803,19,LinearTBNegotiator@1,"(7, 5, 9, 'premium')",{},continuing,,,0.38596491228070173,0.6140350877192982
0.025597208,0.4117647058823529,20,LinearTBNegotiator@0,"(3, 1, 2, 'premium')",{},continuing,,,0.5906432748538011,0.4093567251461988
0.025597208,0.4117647058823529,20,LinearTBNegotiator@1,"(2, 2, 7, 'standard')",{},continuing,,,0.4093567251461988,0.5906432748538011
0.026575833,0.43137254901960786,21,LinearTBNegotiator@0,"(7, 8, 2, 'standard')",{},continuing,,,0.5847953216374268,0.415204678362573
0.026575833,0.43137254901960786,21,LinearTBNegotiator@1,"(6, 3, 7, 'premium')",{},continuing,,,0.4152046783625731,0.5847953216374268
0.027644875,0.45098039215686275,22,LinearTBNegotiator@0,"(5, 5, 2, 'standard')",{},continuing,,,0.5555555555555555,0.4444444444444444
0.027644875,0.45098039215686275,22,LinearTBNegotiator@1,"(7, 3, 5, 'premium')",{},continuing,,,0.4444444444444444,0.5555555555555555
0.028696166,0.47058823529411764,23,LinearTBNegotiator@0,"(9, 8, 5, 'premium')",{},continuing,,,0.5321637426900584,0.4678362573099415
0.028696166,0.47058823529411764,23,LinearTBNegotiator@1,"(7, 8, 6, 'standard')",{},continuing,,,0.46783625730994144,0.5321637426900584
0.02976375,0.49019607843137253,24,LinearTBNegotiator@0,"(9, 8, 2, 'standard')",{},continuing,,,0.5263157894736841,0.47368421052631576
0.02976375,0.49019607843137253,24,LinearTBNegotiator@1,"(7, 6, 7, 'premium')",{},continuing,,,0.47368421052631576,0.5263157894736841
0.030838958,0.5098039215686274,25,LinearTBNegotiator@0,"(7, 5, 2, 'standard')",{'LinearTBNegotiator@0': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.4970760233918128,0.5029239766081871
