time,relative_time,step,negotiator,offer,responses,state,text,data,SmartAspirationNegotiator@0,LinearTBNegotiator@1
0.014792875,0.17647058823529413,8,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.014792875,0.17647058823529413,8,LinearTBNegotiator@1,"(9, 2, 1, 'basic')",{},continuing,,,0.22379391222895895,0.8320337881741391
0.015258458,0.19607843137254902,9,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.015258458,0.19607843137254902,9,LinearTBNegotiator@1,"(9, 2, 0, 'basic')",{},continuing,,,0.23131903833658224,0.8144899285250162
0.015725458,0.21568627450980393,10,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.015725458,0.21568627450980393,10,LinearTBNegotiator@1,"(9, 7, 4, 'basic')",{},continuing,,,0.41386263059209605,0.7953216374269005
0.016193542,0.23529411764705882,11,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.016193542,0.23529411764705882,11,LinearTBNegotiator@1,"(9, 9, 9, 'standard')",{},continuing,,,0.6055880441845354,0.7764782326185835
0.016683958,0.2549019607843137,12,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.016683958,0.2549019607843137,12,LinearTBNegotiator@1,"(9, 10, 8, 'standard')",{},continuing,,,0.7543859649122808,0.7573099415204678
0.01719475,0.27450980392156865,13,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.01719475,0.27450980392156865,13,LinearTBNegotiator@1,"(9, 2, 1, 'standard')",{},continuing,,,0.3407529765564444,0.7384665367121508
0.017680833,0.29411764705882354,14,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.017680833,0.29411764705882354,14,LinearTBNegotiator@1,"(8, 3, 2, 'basic')",{},continuing,,,0.2518441933053021,0.7202729044834308
0.018173167,0.3137254901960784,15,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.018173167,0.3137254901960784,15,LinearTBNegotiator@1,"(8, 6, 4, 'basic')",{},continuing,,,0.36350525567331765,0.7017543859649122
0.0186715,0.3333333333333333,16,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.0186715,0.3333333333333333,16,LinearTBNegotiator@1,"(8, 8, 4, 'basic')",{},continuing,,,0.5116534038214658,0.6822612085769981
0.019170875,0.35294117647058826,17,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.019170875,0.35294117647058826,17,LinearTBNegotiator@1,"(8, 5, 1, 'basic')",{},continuing,,,0.33393036447067437,0.6637426900584795
0.0196835,0.37254901960784315,18,SmartAspirationNegotiator@0,"(0, 10, 2, 'standard')",{},continuing,,,0.9844627768010787,0.152046783625731
0.0196835,0.37254901960784315,18,LinearTBNegotiator@1,"(7, 3, 3, 'basic')",{},continuing,,,0.2607800894333103,0.6452241715399611
0.020198125,0.39215686274509803,19,SmartAspirationNegotiator@0,"(1, 10, 0, 'standard')",{},continuing,,,0.9824561403508771,0.12313190383365824
0.020198125,0.39215686274509803,19,LinearTBNegotiator@1,"(9, 3, 0, 'premium')",{},continuing,,,0.29662118258609493,0.6263807667316439
0.020717083,0.4117647058823529,20,SmartAspirationNegotiator@0,"(1, 10, 1, 'standard')",{},continuing,,,0.9749310142432539,0.14067576348278105
0.020717083,0.4117647058823529,20,LinearTBNegotiator@1,"(9, 6, 2, 'premium')",{},continuing,,,0.4107135890168031,0.6078622482131254
0.021249417,0.43137254901960786,21,SmartAspirationNegotiator@0,"(1, 10, 1, 'standard')",{},continuing,,,0.9749310142432539,0.14067576348278105
0.021249417,0.43137254901960786,21,LinearTBNegotiator@1,"(7, 4, 1, 'basic')",{},continuing,,,0.3082643475765873,0.5890188434048084
0.021804625,0.45098039215686275,22,SmartAspirationNegotiator@0,"(2, 10, 0, 'standard')",{},continuing,,,0.9649122807017545,0.14165042235217676
0.021804625,0.45098039215686275,22,LinearTBNegotiator@1,"(8, 5, 1, 'standard')",{},continuing,,,0.4508894287981598,0.5701754385964912
0.022350125,0.47058823529411764,23,SmartAspirationNegotiator@0,"(2, 10, 1, 'standard')",{},continuing,,,0.9573871545941313,0.15919428200129956
0.022350125,0.47058823529411764,23,LinearTBNegotiator@1,"(7, 3, 7, 'premium')",{},continuing,,,0.26215686514631836,0.5516569200779727
0.02289975,0.49019607843137253,24,SmartAspirationNegotiator@0,"(2, 10, 2, 'standard')",{},continuing,,,0.949375057502833,0.17673814165042237
0.02289975,0.49019607843137253,24,LinearTBNegotiator@1,"(5, 2, 9, 'standard')",{},continuing,,,0.2868745938921378,0.5331384015594542
0.023462292,0.5098039215686274,25,SmartAspirationNegotiator@0,"(3, 10, 1, 'standard')",{},continuing,,,0.9398432949450084,0.19005847953216376
0.023462292,0.5098039215686274,25,LinearTBNegotiator@1,"(5, 1, 1, 'basic')",{},continuing,,,0.28779651131927736,0.5139701104613386
0.024021625,0.5294117647058824,26,SmartAspirationNegotiator@0,"(4, 10, 0, 'standard')",{},continuing,,,0.9298245614035088,0.21572449642625083
0.024021625,0.5294117647058824,26,LinearTBNegotiator@1,"(7, 4, 5, 'premium')",{},continuing,,,0.3187134502923977,0.49545159194282007
0.024600833,0.5490196078431373,27,SmartAspirationNegotiator@0,"(4, 10, 1, 'standard')",{},continuing,,,0.9222994352958855,0.23326835607537363
0.024600833,0.5490196078431373,27,LinearTBNegotiator@1,"(6, 7, 7, 'standard')",{},continuing,,,0.5474070275894634,0.4766081871345029
0.02525275,0.5686274509803921,28,SmartAspirationNegotiator@0,"(5, 10, 0, 'standard')",{},continuing,,,0.9122807017543859,0.2712800519818064
0.02525275,0.5686274509803921,28,LinearTBNegotiator@1,"(4, 6, 7, 'basic')",{},continuing,,,0.3976344479923223,0.45808966861598444
0.0259225,0.5882352941176471,29,SmartAspirationNegotiator@0,"(6, 10, 0, 'standard')",{},continuing,,,0.8947368421052633,0.33918128654970764
0.0259225,0.5882352941176471,29,LinearTBNegotiator@1,"(6, 8, 0, 'basic')",{},continuing,,,0.5802469135802469,0.4392462638076674
0.026567667,0.6078431372549019,30,SmartAspirationNegotiator@0,"(0, 10, 0, 'basic')",{},continuing,,,0.8830409356725146,0.21052631578947373
0.026567667,0.6078431372549019,30,LinearTBNegotiator@1,"(7, 9, 4, 'premium')",{},continuing,,,0.6685734817941753,0.4210526315789474
0.027213083,0.6274509803921569,31,SmartAspirationNegotiator@0,"(1, 10, 0, 'basic')",{},continuing,,,0.8654970760233918,0.21669915529564657
0.027213083,0.6274509803921569,31,LinearTBNegotiator@1,"(7, 10, 3, 'premium')",{},continuing,,,0.7828723571396131,0.4018843404808317
0.027886958,0.6470588235294118,32,SmartAspirationNegotiator@0,"(2, 10, 0, 'basic')",{},continuing,,,0.8479532163742691,0.23521767381416508
0.027886958,0.6470588235294118,32,LinearTBNegotiator@1,"(1, 1, 2, 'basic')",{},continuing,,,0.3499598528244704,0.3833658219623133
0.028585292,0.6666666666666666,33,SmartAspirationNegotiator@0,"(2, 10, 3, 'basic')",{},continuing,,,0.823808029654233,0.2878492527615335
0.028585292,0.6666666666666666,33,LinearTBNegotiator@1,"(5, 5, 3, 'standard')",{},continuing,,,0.48690094713311544,0.36452241715399614
0.029311375,0.6862745098039216,34,SmartAspirationNegotiator@0,"(3, 10, 3, 'basic')",{},continuing,,,0.8062641700051102,0.3187134502923977
0.029311375,0.6862745098039216,34,LinearTBNegotiator@1,"(2, 5, 4, 'basic')",{},continuing,,,0.4132128580124989,0.34600389863547765
0.030073167,0.7058823529411765,35,SmartAspirationNegotiator@0,"(4, 10, 4, 'basic')",{'SmartAspirationNegotiator@0': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.7793597066154879,0.3794671864847304
