time,relative_time,step,negotiator,offer,responses,state,text,data,ConcederTBNegotiator@0,GeniusBOABaselineNegotiator@1
0.0,0.0196078431372549,0,ConcederTBNegotiator@0,"(1, 7, 5, 'standard')",{},continuing,,,0.6608187134502925,0.22547108512020797
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.012328458,0.0392156862745098,1,ConcederTBNegotiator@0,"(8, 9, 8, 'premium')",{},continuing,,,0.5968161143599741,0.5838206627680312
0.012328458,0.0392156862745098,1,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.012912042,0.058823529411764705,2,ConcederTBNegotiator@0,"(7, 8, 6, 'premium')",{},continuing,,,0.5538748729765427,0.46101364522417154
0.012912042,0.058823529411764705,2,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.01348175,0.0784313725490196,3,ConcederTBNegotiator@0,"(5, 7, 5, 'premium')",{},continuing,,,0.52046783625731,0.3034437946718649
0.01348175,0.0784313725490196,3,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.014086958,0.09803921568627451,4,ConcederTBNegotiator@0,"(7, 8, 7, 'basic')",{},continuing,,,0.49315101719310195,0.6423001949317739
0.014086958,0.09803921568627451,4,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.014715083,0.11764705882352941,5,ConcederTBNegotiator@0,"(0, 3, 6, 'standard')",{},continuing,,,0.4690795513391159,0.30181936322287206
0.014715083,0.11764705882352941,5,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.0153245,0.13725490196078433,6,ConcederTBNegotiator@0,"(0, 5, 4, 'basic')",{},continuing,,,0.4483005773107446,0.3213125406107863
0.0153245,0.13725490196078433,6,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.015948458,0.1568627450980392,7,ConcederTBNegotiator@0,"(4, 4, 6, 'standard')",{},continuing,,,0.42976831027348883,0.37946718648473043
0.015948458,0.1568627450980392,7,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.016641333,0.17647058823529413,8,ConcederTBNegotiator@0,"(1, 3, 3, 'premium')",{},continuing,,,0.4128268730590413,0.1851851851851852
0.016641333,0.17647058823529413,8,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.017282208,0.19607843137254902,9,ConcederTBNegotiator@0,"(1, 1, 2, 'premium')",{},continuing,,,0.39674347855546455,0.21962313190383367
0.017282208,0.19607843137254902,9,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.017943625,0.21568627450980393,10,ConcederTBNegotiator@0,"(4, 6, 9, 'premium')",{},continuing,,,0.38239116309291754,0.3294346978557505
0.017943625,0.21568627450980393,10,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.018601417,0.23529411764705882,11,ConcederTBNegotiator@0,"(4, 3, 2, 'premium')",{},continuing,,,0.36880325763278754,0.260233918128655
0.018601417,0.23529411764705882,11,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.019295083,0.2549019607843137,12,ConcederTBNegotiator@0,"(6, 4, 3, 'premium')",{},continuing,,,0.3559717723442915,0.3801169590643275
0.019295083,0.2549019607843137,12,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.01996925,0.27450980392156865,13,ConcederTBNegotiator@0,"(4, 1, 2, 'premium')",{},continuing,,,0.3441118996080962,0.31221572449642626
0.01996925,0.27450980392156865,13,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.020676417,0.29411764705882354,14,ConcederTBNegotiator@0,"(2, 1, 2, 'basic')",{},continuing,,,0.3324159931753476,0.40188434048083177
0.020676417,0.29411764705882354,14,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.021382083,0.3137254901960784,15,ConcederTBNegotiator@0,"(7, 1, 6, 'standard')",{},continuing,,,0.3215811757705649,0.6562703053931125
0.021382083,0.3137254901960784,15,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.022105542,0.3333333333333333,16,ConcederTBNegotiator@0,"(9, 3, 6, 'standard')",{},continuing,,,0.31118481449701063,0.801819363222872
0.022105542,0.3333333333333333,16,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.02281975,0.35294117647058826,17,ConcederTBNegotiator@0,"(5, 2, 0, 'basic')",{},continuing,,,0.30149447693307346,0.4688109161793373
0.02281975,0.35294117647058826,17,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.09356725146198831,1.0
0.023592958,0.37254901960784315,18,ConcederTBNegotiator@0,"(6, 5, 9, 'premium')",{},continuing,,,0.29174788823911635,0.46751137102014295
0.023592958,0.37254901960784315,18,GeniusBOABaselineNegotiator@1,"(9, 1, 8, 'basic')",{},continuing,,,0.13742690058479534,0.9824561403508771
0.024336792,0.39215686274509803,19,ConcederTBNegotiator@0,"(8, 4, 2, 'basic')",{},continuing,,,0.2827083908361663,0.6991552956465237
0.024336792,0.39215686274509803,19,GeniusBOABaselineNegotiator@1,"(9, 1, 8, 'basic')",{},continuing,,,0.13742690058479534,0.9824561403508771
0.025081833,0.4117647058823529,20,ConcederTBNegotiator@0,"(8, 1, 2, 'premium')",{},continuing,,,0.2739364610116049,0.6085120207927225
0.025081833,0.4117647058823529,20,GeniusBOABaselineNegotiator@1,"(9, 2, 9, 'basic')",{},continuing,,,0.09974009096816115,0.9723846653671215
0.025825417,0.43137254901960786,21,ConcederTBNegotiator@0,"(8, 1, 3, 'premium')",{},continuing,,,0.2653284974904903,0.6260558804418453
0.025825417,0.43137254901960786,21,GeniusBOABaselineNegotiator@1,"(9, 2, 9, 'basic')",{},continuing,,,0.09974009096816115,0.9723846653671215
0.026544417,0.45098039215686275,22,ConcederTBNegotiator@0,"(4, 1, 6, 'basic')",{},continuing,,,0.2572536903904479,0.5461338531513971
0.026544417,0.45098039215686275,22,GeniusBOABaselineNegotiator@1,"(9, 1, 7, 'basic')",{},continuing,,,0.15559416209238722,0.9649122807017545
0.027308708,0.47058823529411764,23,ConcederTBNegotiator@0,"(4, 2, 7, 'basic')",{},continuing,,,0.24948629984417414,0.5360623781676414
0.027308708,0.47058823529411764,23,GeniusBOABaselineNegotiator@1,"(9, 2, 8, 'basic')",{},continuing,,,0.14359974009096818,0.9548408057179987
0.028032792,0.49019607843137253,24,ConcederTBNegotiator@0,"(7, 2, 3, 'basic')",{},continuing,,,0.24226157091479178,0.6695906432748538
0.028032792,0.49019607843137253,24,GeniusBOABaselineNegotiator@1,"(9, 1, 6, 'basic')",{},continuing,,,0.16953439214483385,0.9473684210526316
0.028796292,0.5098039215686274,25,ConcederTBNegotiator@0,"(9, 2, 5, 'premium')",{},continuing,,,0.23424301494476935,0.7384665367121508
0.028796292,0.5098039215686274,25,GeniusBOABaselineNegotiator@1,"(9, 2, 7, 'basic')",{},continuing,,,0.16176700159856006,0.937296946068876
0.029539167,0.5294117647058824,26,ConcederTBNegotiator@0,"(7, 1, 4, 'basic')",{},continuing,,,0.22672812766811945,0.7147498375568553
0.029539167,0.5294117647058824,26,GeniusBOABaselineNegotiator@1,"(9, 4, 9, 'basic')",{},continuing,,,0.14912280701754388,0.9269005847953218
0.0302945,0.5490196078431373,27,ConcederTBNegotiator@0,"(8, 1, 7, 'premium')",{},continuing,,,0.2199216474725042,0.6962313190383366
0.0302945,0.5490196078431373,27,GeniusBOABaselineNegotiator@1,"(9, 1, 4, 'basic')",{},continuing,,,0.19164040836987384,0.9122807017543859
0.031023583,0.5686274509803921,28,ConcederTBNegotiator@0,"(8, 4, 9, 'premium')",{},continuing,,,0.21345029239766086,0.6582196231319039
0.031023583,0.5686274509803921,28,GeniusBOABaselineNegotiator@1,"(9, 2, 5, 'basic')",{},continuing,,,0.1874593892137752,0.9022092267706303
0.031777333,0.5882352941176471,29,ConcederTBNegotiator@0,"(9, 2, 3, 'basic')",{},continuing,,,0.20717385161654617,0.8671215074723848
0.031777333,0.5882352941176471,29,GeniusBOABaselineNegotiator@1,"(9, 2, 4, 'basic')",{},continuing,,,0.1978132478760467,0.8846653671215075
0.03259325,0.6078431372549019,30,ConcederTBNegotiator@0,"(7, 3, 9, 'premium')",{},continuing,,,0.20012995451591944,0.5867446393762183
0.033416833,0.6274509803921569,31,GeniusBOABaselineNegotiator@1,"(9, 10, 9, 'basic')",{'GeniusBOABaselineNegotiator@1': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.5935672514619883,0.868421052631579
