time,relative_time,step,negotiator,offer,responses,state,text,data,BoulwareTBNegotiator@0,LinearTBNegotiator@1
0.0,0.0196078431372549,0,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.0,0.0196078431372549,0,LinearTBNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.023809523809523808,1.0
0.010671959,0.0392156862745098,1,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.010671959,0.0392156862745098,1,LinearTBNegotiator@1,"(0, 10, 1, 'premium')",{},continuing,,,0.19047619047619047,0.9682539682539681
0.011467584,0.058823529411764705,2,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.011467584,0.058823529411764705,2,LinearTBNegotiator@1,"(1, 10, 1, 'premium')",{},continuing,,,0.20634920634920634,0.9417989417989419
0.012199167,0.0784313725490196,3,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.012199167,0.0784313725490196,3,LinearTBNegotiator@1,"(0, 10, 2, 'premium')",{},continuing,,,0.2595117842050396,0.9365079365079365
0.012928,0.09803921568627451,4,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.012928,0.09803921568627451,4,LinearTBNegotiator@1,"(0, 10, 3, 'premium')",{},continuing,,,0.3124846584043367,0.9047619047619049
0.013640834,0.11764705882352941,5,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.013640834,0.11764705882352941,5,LinearTBNegotiator@1,"(2, 10, 2, 'premium')",{},continuing,,,0.29125781595107136,0.8835978835978835
0.014363584,0.13725490196078433,6,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.014363584,0.13725490196078433,6,LinearTBNegotiator@1,"(0, 5, 0, 'premium')",{},continuing,,,0.10317460317460317,0.8677248677248677
0.01510875,0.1568627450980392,7,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.01510875,0.1568627450980392,7,LinearTBNegotiator@1,"(0, 9, 4, 'premium')",{},continuing,,,0.373015873015873,0.8465608465608465
0.015864584,0.17647058823529413,8,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.015864584,0.17647058823529413,8,LinearTBNegotiator@1,"(0, 10, 3, 'standard')",{},continuing,,,0.3839132298329081,0.8253968253968255
0.016619959,0.19607843137254902,9,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.016619959,0.19607843137254902,9,LinearTBNegotiator@1,"(5, 9, 1, 'premium')",{},continuing,,,0.2857142857142857,0.8095238095238095
0.017374792,0.21568627450980393,10,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.017374792,0.21568627450980393,10,LinearTBNegotiator@1,"(0, 5, 0, 'standard')",{},continuing,,,0.1746031746031746,0.7883597883597883
0.018131125,0.23529411764705882,11,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.018131125,0.23529411764705882,11,LinearTBNegotiator@1,"(0, 6, 4, 'premium')",{},continuing,,,0.4206349206349206,0.7671957671957672
0.018895042,0.2549019607843137,12,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.018895042,0.2549019607843137,12,LinearTBNegotiator@1,"(6, 10, 3, 'premium')",{},continuing,,,0.40772275364243193,0.746031746031746
0.019701292,0.27450980392156865,13,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.019701292,0.27450980392156865,13,LinearTBNegotiator@1,"(0, 10, 1, 'basic')",{},continuing,,,0.38095238095238093,0.7301587301587301
0.020591375,0.29411764705882354,14,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.020591375,0.29411764705882354,14,LinearTBNegotiator@1,"(3, 5, 0, 'standard')",{},continuing,,,0.2222222222222222,0.708994708994709
0.021389209,0.3137254901960784,15,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.021389209,0.3137254901960784,15,LinearTBNegotiator@1,"(5, 8, 4, 'premium')",{},continuing,,,0.46825396825396826,0.6878306878306878
0.022187167,0.3333333333333333,16,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.022187167,0.3333333333333333,16,LinearTBNegotiator@1,"(8, 8, 2, 'premium')",{},continuing,,,0.41824194293519834,0.6719576719576719
0.023040875,0.35294117647058826,17,BoulwareTBNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.023040875,0.35294117647058826,17,LinearTBNegotiator@1,"(0, 4, 6, 'premium')",{},continuing,,,0.5272959095114821,0.6507936507936507
0.02386625,0.37254901960784315,18,BoulwareTBNegotiator@0,"(8, 1, 9, 'basic')",{},continuing,,,0.9841269841269841,0.026455026455026467
0.02386625,0.37254901960784315,18,LinearTBNegotiator@1,"(8, 10, 5, 'premium')",{},continuing,,,0.5234716470436157,0.6296296296296295
0.024703667,0.39215686274509803,19,BoulwareTBNegotiator@0,"(8, 1, 9, 'basic')",{},continuing,,,0.9841269841269841,0.026455026455026467
0.024703667,0.39215686274509803,19,LinearTBNegotiator@1,"(4, 3, 3, 'premium')",{},continuing,,,0.48708783300751124,0.6137566137566137
0.025544667,0.4117647058823529,20,BoulwareTBNegotiator@0,"(8, 1, 9, 'basic')",{},continuing,,,0.9841269841269841,0.026455026455026467
0.025544667,0.4117647058823529,20,LinearTBNegotiator@1,"(8, 8, 2, 'standard')",{},continuing,,,0.48967051436376974,0.5925925925925926
0.02640325,0.43137254901960786,21,BoulwareTBNegotiator@0,"(8, 2, 9, 'basic')",{},continuing,,,0.9682539682539683,0.05291005291005292
0.02640325,0.43137254901960786,21,LinearTBNegotiator@1,"(4, 5, 6, 'premium')",{},continuing,,,0.5749149571305298,0.5714285714285714
0.027266542,0.45098039215686275,22,BoulwareTBNegotiator@0,"(8, 2, 9, 'basic')",{},continuing,,,0.9682539682539683,0.05291005291005292
0.027266542,0.45098039215686275,22,LinearTBNegotiator@1,"(0, 2, 0, 'basic')",{},continuing,,,0.3412698412698413,0.5502645502645502
0.028174292,0.47058823529411764,23,BoulwareTBNegotiator@0,"(7, 2, 9, 'basic')",{},continuing,,,0.9523809523809524,0.07936507936507937
0.028174292,0.47058823529411764,23,LinearTBNegotiator@1,"(2, 7, 3, 'basic')",{},continuing,,,0.5823259282456065,0.5343915343915344
0.029062959,0.49019607843137253,24,BoulwareTBNegotiator@0,"(7, 2, 9, 'basic')",{},continuing,,,0.9523809523809524,0.07936507936507937
0.029062959,0.49019607843137253,24,LinearTBNegotiator@1,"(6, 6, 7, 'premium')",{},continuing,,,0.623498234383781,0.5132275132275133
0.029976709,0.5098039215686274,25,BoulwareTBNegotiator@0,"(6, 2, 9, 'basic')",{},continuing,,,0.9365079365079365,0.10582010582010584
0.029976709,0.5098039215686274,25,LinearTBNegotiator@1,"(9, 10, 1, 'basic')",{},continuing,,,0.5238095238095238,0.49206349206349204
