time,relative_time,step,negotiator,offer,responses,state,text,data,SmartAspirationNegotiator@0,ConcederTBNegotiator@1
0.0,0.0196078431372549,0,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.0,0.0196078431372549,0,ConcederTBNegotiator@1,"(2, 8, 5, 'standard')",{},continuing,,,0.3567251461988304,0.6432748538011694
0.009975417,0.0392156862745098,1,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.009975417,0.0392156862745098,1,ConcederTBNegotiator@1,"(0, 2, 7, 'premium')",{},continuing,,,0.4385964912280701,0.5614035087719298
0.010574417,0.058823529411764705,2,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.010574417,0.058823529411764705,2,ConcederTBNegotiator@1,"(9, 8, 2, 'standard')",{},continuing,,,0.47368421052631576,0.5263157894736841
0.011188542,0.0784313725490196,3,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.011188542,0.0784313725490196,3,ConcederTBNegotiator@1,"(2, 1, 7, 'premium')",{},continuing,,,0.5263157894736842,0.4736842105263157
0.011812917,0.09803921568627451,4,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.011812917,0.09803921568627451,4,ConcederTBNegotiator@1,"(4, 1, 6, 'premium')",{},continuing,,,0.5555555555555556,0.4444444444444444
0.012471125,0.11764705882352941,5,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.012471125,0.11764705882352941,5,ConcederTBNegotiator@1,"(7, 8, 3, 'basic')",{},continuing,,,0.5614035087719298,0.4385964912280701
0.013148167,0.13725490196078433,6,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.013148167,0.13725490196078433,6,ConcederTBNegotiator@1,"(2, 3, 8, 'standard')",{},continuing,,,0.5906432748538011,0.40935672514619875
0.013841667,0.1568627450980392,7,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.013841667,0.1568627450980392,7,ConcederTBNegotiator@1,"(2, 3, 5, 'basic')",{},continuing,,,0.6198830409356724,0.3801169590643274
0.014559042,0.17647058823529413,8,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.014559042,0.17647058823529413,8,ConcederTBNegotiator@1,"(5, 2, 9, 'premium')",{},continuing,,,0.6432748538011696,0.3567251461988304
0.01528275,0.19607843137254902,9,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.01528275,0.19607843137254902,9,ConcederTBNegotiator@1,"(2, 3, 6, 'basic')",{},continuing,,,0.6491228070175438,0.35087719298245607
0.015998917,0.21568627450980393,10,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.015998917,0.21568627450980393,10,ConcederTBNegotiator@1,"(5, 1, 2, 'basic')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.016744583,0.23529411764705882,11,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.016744583,0.23529411764705882,11,ConcederTBNegotiator@1,"(5, 1, 2, 'basic')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.017489625,0.2549019607843137,12,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.017489625,0.2549019607843137,12,ConcederTBNegotiator@1,"(9, 4, 9, 'premium')",{},continuing,,,0.7017543859649122,0.2982456140350877
0.018234958,0.27450980392156865,13,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.018234958,0.27450980392156865,13,ConcederTBNegotiator@1,"(7, 8, 8, 'basic')",{},continuing,,,0.7076023391812865,0.2923976608187134
0.018971875,0.29411764705882354,14,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.018971875,0.29411764705882354,14,ConcederTBNegotiator@1,"(8, 2, 9, 'premium')",{},continuing,,,0.7309941520467835,0.26900584795321636
0.019716708,0.3137254901960784,15,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.019716708,0.3137254901960784,15,ConcederTBNegotiator@1,"(2, 1, 7, 'basic')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.020469458,0.3333333333333333,16,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.020469458,0.3333333333333333,16,ConcederTBNegotiator@1,"(2, 1, 7, 'basic')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.021228167,0.35294117647058826,17,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.021228167,0.35294117647058826,17,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.022000542,0.37254901960784315,18,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.022000542,0.37254901960784315,18,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.022772167,0.39215686274509803,19,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.022772167,0.39215686274509803,19,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.023547875,0.4117647058823529,20,SmartAspirationNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.023547875,0.4117647058823529,20,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.024323292,0.43137254901960786,21,SmartAspirationNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.024323292,0.43137254901960786,21,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.025125667,0.45098039215686275,22,SmartAspirationNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.025125667,0.45098039215686275,22,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.025977375,0.47058823529411764,23,SmartAspirationNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.025977375,0.47058823529411764,23,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.026815,0.49019607843137253,24,SmartAspirationNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.026815,0.49019607843137253,24,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.027603833,0.5098039215686274,25,SmartAspirationNegotiator@0,"(9, 2, 8, 'basic')",{},continuing,,,0.9415204678362572,0.0584795321637427
