time,relative_time,step,negotiator,offer,responses,state,text,data,ConcederTBNegotiator@0,SmartAspirationNegotiator@1
0.0,0.0196078431372549,0,ConcederTBNegotiator@0,"(5, 8, 1, 'basic')",{},continuing,,,0.6262281100335912,0.28787052191307516
0.0,0.0196078431372549,0,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.011772333,0.0392156862745098,1,ConcederTBNegotiator@0,"(4, 8, 3, 'standard')",{},continuing,,,0.5554395795676415,0.21349336242953265
0.011772333,0.0392156862745098,1,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.01235975,0.058823529411764705,2,ConcederTBNegotiator@0,"(6, 8, 2, 'basic')",{},continuing,,,0.5079485401411181,0.34988179669030733
0.01235975,0.058823529411764705,2,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.0129795,0.0784313725490196,3,ConcederTBNegotiator@0,"(2, 10, 4, 'basic')",{},continuing,,,0.4713261648745519,0.2131296599381706
0.0129795,0.0784313725490196,3,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.013613166,0.09803921568627451,4,ConcederTBNegotiator@0,"(5, 7, 3, 'basic')",{},continuing,,,0.44110434239273444,0.33951627568648846
0.013613166,0.09803921568627451,4,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.014229875,0.11764705882352941,5,ConcederTBNegotiator@0,"(2, 10, 5, 'basic')",{},continuing,,,0.4148745519713261,0.2491362065830151
0.014229875,0.11764705882352941,5,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.014864583,0.13725490196078433,6,ConcederTBNegotiator@0,"(0, 3, 7, 'standard')",{},continuing,,,0.3919063910108845,0.39898163302418627
0.014864583,0.13725490196078433,6,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.015516875,0.1568627450980392,7,ConcederTBNegotiator@0,"(0, 1, 7, 'premium')",{},continuing,,,0.37186379928315405,0.38916166575741046
0.015516875,0.1568627450980392,7,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.016203833,0.17647058823529413,8,ConcederTBNegotiator@0,"(0, 1, 8, 'premium')",{},continuing,,,0.3530465949820788,0.4491725768321513
0.016203833,0.17647058823529413,8,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.016905666,0.19607843137254902,9,ConcederTBNegotiator@0,"(4, 8, 8, 'standard')",{},continuing,,,0.33590552938843,0.43353336970358247
0.016905666,0.19607843137254902,9,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.017589541,0.21568627450980393,10,ConcederTBNegotiator@0,"(5, 3, 7, 'premium')",{},continuing,,,0.31932574584959417,0.4635388252409529
0.017589541,0.21568627450980393,10,SmartAspirationNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.018276583,0.23529411764705882,11,ConcederTBNegotiator@0,"(4, 5, 8, 'standard')",{},continuing,,,0.3046594982078853,0.49245317330423716
