time,relative_time,step,negotiator,offer,responses,state,text,data,SmartAspirationNegotiator@0,ConcederTBNegotiator@1
0.0,0.0196078431372549,0,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.0,0.0196078431372549,0,ConcederTBNegotiator@1,"(8, 6, 6, 'standard')",{},continuing,,,0.45835830377576303,0.6432748538011696
0.011865958,0.0392156862745098,1,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.011865958,0.0392156862745098,1,ConcederTBNegotiator@1,"(6, 1, 6, 'standard')",{},continuing,,,0.3391250354196877,0.5760233918128655
0.012425125,0.058823529411764705,2,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.012425125,0.058823529411764705,2,ConcederTBNegotiator@1,"(7, 4, 3, 'standard')",{},continuing,,,0.4086033512916599,0.5305393112410657
0.012973166,0.0784313725490196,3,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.012973166,0.0784313725490196,3,ConcederTBNegotiator@1,"(6, 2, 7, 'premium')",{},continuing,,,0.2611822062769227,0.4957764782326186
0.013538166,0.09803921568627451,4,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.013538166,0.09803921568627451,4,ConcederTBNegotiator@1,"(5, 7, 5, 'basic')",{},continuing,,,0.4736842105263158,0.46718648473034446
0.014131458,0.11764705882352941,5,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.014131458,0.11764705882352941,5,ConcederTBNegotiator@1,"(8, 10, 0, 'premium')",{},continuing,,,0.7894736842105263,0.44184535412605586
0.014725,0.13725490196078433,6,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.014725,0.13725490196078433,6,ConcederTBNegotiator@1,"(0, 2, 6, 'basic')",{},continuing,,,0.33360196849311197,0.4197530864197532
0.015357416,0.1568627450980392,7,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.015357416,0.1568627450980392,7,ConcederTBNegotiator@1,"(6, 6, 6, 'premium')",{},continuing,,,0.4232705844775174,0.4002599090318389
0.0159795,0.17647058823529413,8,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.0159795,0.17647058823529413,8,ConcederTBNegotiator@1,"(4, 1, 6, 'premium')",{},continuing,,,0.304037316121442,0.3823911630929175
0.016606666,0.19607843137254902,9,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.016606666,0.19607843137254902,9,ConcederTBNegotiator@1,"(1, 1, 1, 'basic')",{},continuing,,,0.3579719499157686,0.3658219623131904
0.017272541,0.21568627450980393,10,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.017272541,0.21568627450980393,10,ConcederTBNegotiator@1,"(2, 2, 6, 'standard')",{},continuing,,,0.41547331352235173,0.3508771929824561
0.017922958,0.23529411764705882,11,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.017922958,0.23529411764705882,11,ConcederTBNegotiator@1,"(3, 4, 6, 'standard')",{},continuing,,,0.4473121699226117,0.3362573099415205
0.018596291,0.2549019607843137,12,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.018596291,0.2549019607843137,12,ConcederTBNegotiator@1,"(5, 2, 1, 'premium')",{},continuing,,,0.3407529765564444,0.3226120857699805
0.019262041,0.27450980392156865,13,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.019262041,0.27450980392156865,13,ConcederTBNegotiator@1,"(4, 8, 9, 'premium')",{},continuing,,,0.5305393112410657,0.3099415204678363
0.01993225,0.29411764705882354,14,SmartAspirationNegotiator@0,"(0, 10, 0, 'standard')",{},continuing,,,1.0,0.1169590643274854
0.01993225,0.29411764705882354,14,ConcederTBNegotiator@1,"(2, 2, 7, 'premium')",{},continuing,,,0.3313576448734139,0.2982456140350877
0.020616916,0.3137254901960784,15,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.020616916,0.3137254901960784,15,ConcederTBNegotiator@1,"(3, 1, 3, 'premium')",{},continuing,,,0.35304779573610434,0.2865497076023392
0.021310666,0.3333333333333333,16,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.021310666,0.3333333333333333,16,ConcederTBNegotiator@1,"(1, 8, 3, 'basic')",{},continuing,,,0.643821025105825,0.2758284600389864
0.02202075,0.35294117647058826,17,SmartAspirationNegotiator@0,"(0, 10, 1, 'standard')",{},continuing,,,0.9924748738923768,0.1345029239766082
0.02202075,0.35294117647058826,17,ConcederTBNegotiator@1,"(4, 7, 2, 'standard')",{},continuing,,,0.6365095604268096,0.2654320987654321
0.02272825,0.37254901960784315,18,SmartAspirationNegotiator@0,"(0, 10, 2, 'standard')",{},continuing,,,0.9844627768010787,0.152046783625731
0.02272825,0.37254901960784315,18,ConcederTBNegotiator@1,"(2, 6, 5, 'standard')",{},continuing,,,0.5753736192332684,0.25536062378167645
0.023443583,0.39215686274509803,19,SmartAspirationNegotiator@0,"(0, 10, 2, 'standard')",{},continuing,,,0.9844627768010787,0.152046783625731
0.023443583,0.39215686274509803,19,ConcederTBNegotiator@1,"(2, 2, 4, 'premium')",{},continuing,,,0.36740389115090055,0.24561403508771928
0.024177791,0.4117647058823529,20,SmartAspirationNegotiator@0,"(0, 10, 3, 'standard')",{},continuing,,,0.975854813279964,0.16959064327485382
0.024177791,0.4117647058823529,20,ConcederTBNegotiator@1,"(0, 6, 0, 'basic')",{},continuing,,,0.5373619233268357,0.23651721897335937
0.024899125,0.43137254901960786,21,SmartAspirationNegotiator@0,"(0, 10, 3, 'standard')",{},continuing,,,0.975854813279964,0.16959064327485382
0.024899125,0.43137254901960786,21,ConcederTBNegotiator@1,"(0, 5, 8, 'premium')",{},continuing,,,0.4408706952566602,0.22774528914879794
0.025685166,0.45098039215686275,22,SmartAspirationNegotiator@0,"(0, 10, 4, 'standard')",{},continuing,,,0.9664942095394646,0.18713450292397665
0.025685166,0.45098039215686275,22,ConcederTBNegotiator@1,"(1, 6, 8, 'premium')",{},continuing,,,0.47888239116309295,0.2192982456140351
0.02641925,0.47058823529411764,23,SmartAspirationNegotiator@0,"(0, 10, 5, 'standard')",{},continuing,,,0.9561403508771931,0.20467836257309946
0.02641925,0.47058823529411764,23,ConcederTBNegotiator@1,"(2, 2, 2, 'premium')",{},continuing,,,0.38537245841251455,0.21052631578947367
0.027165875,0.49019607843137253,24,SmartAspirationNegotiator@0,"(1, 10, 4, 'standard')",{},continuing,,,0.9489503498903418,0.19330734243014946
0.027165875,0.49019607843137253,24,ConcederTBNegotiator@1,"(2, 6, 6, 'premium')",{},continuing,,,0.49344602307400864,0.20272904483430798
0.027912166,0.5098039215686274,25,SmartAspirationNegotiator@0,"(2, 10, 3, 'standard')",{},continuing,,,0.9407670939817185,0.19428200129954518
0.027912166,0.5098039215686274,25,ConcederTBNegotiator@1,"(1, 9, 8, 'premium')",{},continuing,,,0.7196231319038336,0.19493177387914232
0.028678375,0.5294117647058824,26,SmartAspirationNegotiator@0,"(0, 10, 0, 'premium')",{},continuing,,,0.9298245614035088,0.046783625730994156
0.028678375,0.5294117647058824,26,ConcederTBNegotiator@1,"(4, 8, 2, 'premium')",{},continuing,,,0.6465810354105653,0.1871345029239766
0.029451,0.5490196078431373,27,SmartAspirationNegotiator@0,"(0, 10, 1, 'premium')",{},continuing,,,0.9222994352958855,0.06432748538011697
0.029451,0.5490196078431373,27,ConcederTBNegotiator@1,"(4, 10, 2, 'premium')",{},continuing,,,0.8441118996080962,0.1806367771280052
0.030211833,0.5686274509803921,28,SmartAspirationNegotiator@0,"(0, 10, 3, 'premium')",{},continuing,,,0.9056793746834728,0.09941520467836258
0.030995083,0.5882352941176471,29,ConcederTBNegotiator@1,"(3, 10, 0, 'standard')",{'ConcederTBNegotiator@1': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.9473684210526316,0.17251461988304095
