time,relative_time,step,negotiator,offer,responses,state,text,data,ConcederTBNegotiator@0,GeniusBOABaselineNegotiator@1
0.0,0.0196078431372549,0,ConcederTBNegotiator@0,"(5, 8, 1, 'basic')",{},continuing,,,0.6262281100335912,0.28787052191307516
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.011727417,0.0392156862745098,1,ConcederTBNegotiator@0,"(4, 8, 3, 'standard')",{},continuing,,,0.5554395795676415,0.21349336242953265
0.011727417,0.0392156862745098,1,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.012267375,0.058823529411764705,2,ConcederTBNegotiator@0,"(6, 8, 2, 'basic')",{},continuing,,,0.5079485401411181,0.34988179669030733
0.012267375,0.058823529411764705,2,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.012858167,0.0784313725490196,3,ConcederTBNegotiator@0,"(2, 10, 4, 'basic')",{},continuing,,,0.4713261648745519,0.2131296599381706
0.012858167,0.0784313725490196,3,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.013432,0.09803921568627451,4,ConcederTBNegotiator@0,"(5, 7, 3, 'basic')",{},continuing,,,0.44110434239273444,0.33951627568648846
0.013432,0.09803921568627451,4,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.014020709,0.11764705882352941,5,ConcederTBNegotiator@0,"(2, 10, 5, 'basic')",{},continuing,,,0.4148745519713261,0.2491362065830151
0.014020709,0.11764705882352941,5,GeniusBOABaselineNegotiator@1,"(9, 1, 9, 'basic')",{},continuing,,,0.0,0.9999999999999999
0.014616209,0.13725490196078433,6,ConcederTBNegotiator@0,"(0, 3, 7, 'standard')",{},continuing,,,0.3919063910108845,0.39898163302418627
