time,relative_time,step,negotiator,offer,responses,state,text,data,ConcederTBNegotiator@0,GeniusBOABaselineNegotiator@1
0.0,0.0196078431372549,0,ConcederTBNegotiator@0,"(7, 2, 7, 'premium')",{},continuing,,,0.6432748538011694,0.3567251461988304
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.010018583,0.0392156862745098,1,ConcederTBNegotiator@0,"(2, 3, 7, 'standard')",{},continuing,,,0.5614035087719297,0.4385964912280701
0.010018583,0.0392156862745098,1,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.01061,0.058823529411764705,2,ConcederTBNegotiator@0,"(7, 6, 7, 'premium')",{},continuing,,,0.5263157894736841,0.47368421052631576
0.01061,0.058823529411764705,2,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.011202375,0.0784313725490196,3,ConcederTBNegotiator@0,"(1, 3, 5, 'standard')",{},continuing,,,0.4736842105263157,0.5263157894736842
0.011202375,0.0784313725490196,3,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.011822583,0.09803921568627451,4,ConcederTBNegotiator@0,"(4, 3, 1, 'standard')",{},continuing,,,0.44444444444444436,0.5555555555555556
0.011822583,0.09803921568627451,4,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.012462792,0.11764705882352941,5,ConcederTBNegotiator@0,"(7, 9, 7, 'premium')",{},continuing,,,0.4385964912280701,0.5614035087719298
0.012462792,0.11764705882352941,5,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.013108167,0.13725490196078433,6,ConcederTBNegotiator@0,"(4, 3, 3, 'premium')",{},continuing,,,0.40935672514619875,0.5906432748538012
0.013108167,0.13725490196078433,6,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.013770333,0.1568627450980392,7,ConcederTBNegotiator@0,"(4, 3, 2, 'premium')",{},continuing,,,0.3801169590643274,0.6198830409356725
0.013770333,0.1568627450980392,7,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.01444875,0.17647058823529413,8,ConcederTBNegotiator@0,"(2, 3, 0, 'standard')",{},continuing,,,0.35672514619883033,0.6432748538011694
0.01444875,0.17647058823529413,8,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.015132542,0.19607843137254902,9,ConcederTBNegotiator@0,"(2, 3, 3, 'premium')",{},continuing,,,0.35087719298245607,0.6491228070175438
0.015132542,0.19607843137254902,9,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.015851083,0.21568627450980393,10,ConcederTBNegotiator@0,"(0, 6, 7, 'premium')",{},continuing,,,0.3216374269005847,0.6783625730994152
0.015851083,0.21568627450980393,10,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'premium')",{},continuing,,,0.0,1.0
0.01656525,0.23529411764705882,11,ConcederTBNegotiator@0,"(0, 6, 7, 'premium')",{},continuing,,,0.3216374269005847,0.6783625730994152
