time,relative_time,step,negotiator,offer,responses,state,text,data,LinearTBNegotiator@0,GeniusBOABaselineNegotiator@1
0.0,0.0196078431372549,0,LinearTBNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9824561403508771,0.13742690058479534
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.0154085,0.0392156862745098,1,LinearTBNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9649122807017545,0.15559416209238722
0.0154085,0.0392156862745098,1,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.015917958,0.058823529411764705,2,LinearTBNegotiator@0,"(9, 1, 6, 'basic')",{},continuing,,,0.9473684210526316,0.16953439214483385
0.015917958,0.058823529411764705,2,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.016383541,0.0784313725490196,3,LinearTBNegotiator@0,"(9, 4, 9, 'basic')",{},continuing,,,0.9269005847953218,0.14912280701754388
0.016383541,0.0784313725490196,3,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.017401208,0.09803921568627451,4,LinearTBNegotiator@0,"(9, 5, 9, 'basic')",{},continuing,,,0.9090318388564003,0.19233268356075373
0.017401208,0.09803921568627451,4,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.018309541,0.11764705882352941,5,LinearTBNegotiator@0,"(9, 1, 8, 'standard')",{},continuing,,,0.8888888888888888,0.25438596491228077
0.018309541,0.11764705882352941,5,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.019188583,0.13725490196078433,6,LinearTBNegotiator@0,"(9, 9, 9, 'basic')",{},continuing,,,0.8700454840805718,0.48862897985705
0.019188583,0.13725490196078433,6,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.020065666,0.1568627450980392,7,LinearTBNegotiator@0,"(9, 10, 8, 'basic')",{},continuing,,,0.8508771929824561,0.6374269005847953
0.020065666,0.1568627450980392,7,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.021168458,0.17647058823529413,8,LinearTBNegotiator@0,"(9, 2, 1, 'basic')",{},continuing,,,0.8320337881741391,0.22379391222895895
0.021168458,0.17647058823529413,8,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.022074166,0.19607843137254902,9,LinearTBNegotiator@0,"(9, 2, 0, 'basic')",{},continuing,,,0.8144899285250162,0.23131903833658224
0.022074166,0.19607843137254902,9,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.023095916,0.21568627450980393,10,LinearTBNegotiator@0,"(9, 7, 4, 'basic')",{},continuing,,,0.7953216374269005,0.41386263059209605
0.023095916,0.21568627450980393,10,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.024109,0.23529411764705882,11,LinearTBNegotiator@0,"(9, 9, 9, 'standard')",{},continuing,,,0.7764782326185835,0.6055880441845354
0.024109,0.23529411764705882,11,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.02512175,0.2549019607843137,12,LinearTBNegotiator@0,"(9, 10, 8, 'standard')",{},continuing,,,0.7573099415204678,0.7543859649122808
0.02512175,0.2549019607843137,12,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.025614166,0.27450980392156865,13,LinearTBNegotiator@0,"(9, 2, 1, 'standard')",{},continuing,,,0.7384665367121508,0.3407529765564444
0.025614166,0.27450980392156865,13,GeniusBOABaselineNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.02610175,0.29411764705882354,14,LinearTBNegotiator@0,"(8, 3, 2, 'basic')",{},continuing,,,0.7202729044834308,0.2518441933053021
0.02610175,0.29411764705882354,14,GeniusBOABaselineNegotiator@1,"(0, 10, 1, 'standard')",{},continuing,,,0.1345029239766082,0.9924748738923768
0.026570875,0.3137254901960784,15,LinearTBNegotiator@0,"(8, 6, 4, 'basic')",{},continuing,,,0.7017543859649122,0.36350525567331765
0.026570875,0.3137254901960784,15,GeniusBOABaselineNegotiator@1,"(0, 10, 1, 'standard')",{},continuing,,,0.1345029239766082,0.9924748738923768
0.027057375,0.3333333333333333,16,LinearTBNegotiator@0,"(8, 8, 4, 'basic')",{},continuing,,,0.6822612085769981,0.5116534038214658
0.027057375,0.3333333333333333,16,GeniusBOABaselineNegotiator@1,"(0, 10, 1, 'standard')",{},continuing,,,0.1345029239766082,0.9924748738923768
0.027545291,0.35294117647058826,17,LinearTBNegotiator@0,"(8, 5, 1, 'basic')",{},continuing,,,0.6637426900584795,0.33393036447067437
0.027545291,0.35294117647058826,17,GeniusBOABaselineNegotiator@1,"(0, 10, 2, 'standard')",{},continuing,,,0.152046783625731,0.9844627768010787
0.028698208,0.37254901960784315,18,LinearTBNegotiator@0,"(7, 3, 3, 'basic')",{},continuing,,,0.6452241715399611,0.2607800894333103
0.028698208,0.37254901960784315,18,GeniusBOABaselineNegotiator@1,"(1, 10, 0, 'standard')",{},continuing,,,0.12313190383365824,0.9824561403508771
0.030038375,0.39215686274509803,19,LinearTBNegotiator@0,"(9, 3, 0, 'premium')",{},continuing,,,0.6263807667316439,0.29662118258609493
0.030038375,0.39215686274509803,19,GeniusBOABaselineNegotiator@1,"(1, 10, 0, 'standard')",{},continuing,,,0.12313190383365824,0.9824561403508771
0.031144291,0.4117647058823529,20,LinearTBNegotiator@0,"(9, 6, 2, 'premium')",{},continuing,,,0.6078622482131254,0.4107135890168031
0.031144291,0.4117647058823529,20,GeniusBOABaselineNegotiator@1,"(1, 10, 1, 'standard')",{},continuing,,,0.14067576348278105,0.9749310142432539
0.032382625,0.43137254901960786,21,LinearTBNegotiator@0,"(7, 4, 1, 'basic')",{},continuing,,,0.5890188434048084,0.3082643475765873
0.032382625,0.43137254901960786,21,GeniusBOABaselineNegotiator@1,"(1, 10, 2, 'standard')",{},continuing,,,0.15821962313190385,0.9669189171519559
0.032981291,0.45098039215686275,22,LinearTBNegotiator@0,"(8, 5, 1, 'standard')",{},continuing,,,0.5701754385964912,0.4508894287981598
0.032981291,0.45098039215686275,22,GeniusBOABaselineNegotiator@1,"(2, 10, 0, 'standard')",{},continuing,,,0.14165042235217676,0.9649122807017545
0.033522041,0.47058823529411764,23,LinearTBNegotiator@0,"(7, 3, 7, 'premium')",{},continuing,,,0.5516569200779727,0.26215686514631836
0.033522041,0.47058823529411764,23,GeniusBOABaselineNegotiator@1,"(0, 10, 5, 'standard')",{},continuing,,,0.20467836257309946,0.9561403508771931
0.034054583,0.49019607843137253,24,LinearTBNegotiator@0,"(5, 2, 9, 'standard')",{},continuing,,,0.5331384015594542,0.2868745938921378
0.034054583,0.49019607843137253,24,GeniusBOABaselineNegotiator@1,"(3, 10, 0, 'standard')",{},continuing,,,0.17251461988304095,0.9473684210526316
0.034589666,0.5098039215686274,25,LinearTBNegotiator@0,"(5, 1, 1, 'basic')",{},continuing,,,0.5139701104613386,0.28779651131927736
0.034589666,0.5098039215686274,25,GeniusBOABaselineNegotiator@1,"(1, 10, 5, 'standard')",{},continuing,,,0.2108512020792723,0.9385964912280702
0.035124708,0.5294117647058824,26,LinearTBNegotiator@0,"(7, 4, 5, 'premium')",{},continuing,,,0.49545159194282007,0.3187134502923977
0.035124708,0.5294117647058824,26,GeniusBOABaselineNegotiator@1,"(1, 10, 6, 'standard')",{},continuing,,,0.22839506172839508,0.9268443336653016
0.035679958,0.5490196078431373,27,LinearTBNegotiator@0,"(6, 7, 7, 'standard')",{},continuing,,,0.4766081871345029,0.5474070275894634
0.035679958,0.5490196078431373,27,GeniusBOABaselineNegotiator@1,"(2, 10, 5, 'standard')",{},continuing,,,0.22936972059779082,0.9210526315789476
0.036237375,0.5686274509803921,28,LinearTBNegotiator@0,"(4, 6, 7, 'basic')",{},continuing,,,0.45808966861598444,0.3976344479923223
0.036237375,0.5686274509803921,28,GeniusBOABaselineNegotiator@1,"(3, 10, 5, 'standard')",{},continuing,,,0.26023391812865504,0.9035087719298247
0.036804291,0.5882352941176471,29,LinearTBNegotiator@0,"(6, 8, 0, 'basic')",{},continuing,,,0.4392462638076674,0.5802469135802469
0.036804291,0.5882352941176471,29,GeniusBOABaselineNegotiator@1,"(3, 10, 6, 'standard')",{},continuing,,,0.2777777777777778,0.8917566143670561
0.037386375,0.6078431372549019,30,LinearTBNegotiator@0,"(7, 9, 4, 'premium')",{},continuing,,,0.4210526315789474,0.6685734817941753
0.037386375,0.6078431372549019,30,GeniusBOABaselineNegotiator@1,"(0, 10, 1, 'basic')",{},continuing,,,0.22807017543859653,0.8755158095648914
0.038011291,0.6274509803921569,31,LinearTBNegotiator@0,"(7, 10, 3, 'premium')",{},continuing,,,0.4018843404808317,0.7828723571396131
0.038011291,0.6274509803921569,31,GeniusBOABaselineNegotiator@1,"(1, 10, 1, 'basic')",{},continuing,,,0.23424301494476937,0.8579719499157685
0.038608583,0.6470588235294118,32,LinearTBNegotiator@0,"(1, 1, 2, 'basic')",{},continuing,,,0.3833658219623133,0.3499598528244704
0.038608583,0.6470588235294118,32,GeniusBOABaselineNegotiator@1,"(2, 10, 6, 'premium')",{},continuing,,,0.17673814165042234,0.8391250354196876
0.03921025,0.6666666666666666,33,LinearTBNegotiator@0,"(5, 5, 3, 'standard')",{},continuing,,,0.36452241715399614,0.48690094713311544
0.03921025,0.6666666666666666,33,GeniusBOABaselineNegotiator@1,"(3, 10, 6, 'premium')",{},continuing,,,0.20760233918128657,0.8215811757705648
0.03984825,0.6862745098039216,34,LinearTBNegotiator@0,"(2, 5, 4, 'basic')",{},continuing,,,0.34600389863547765,0.4132128580124989
0.04050575,0.7058823529411765,35,GeniusBOABaselineNegotiator@1,"(4, 10, 2, 'basic')",{'GeniusBOABaselineNegotiator@1': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.34437946718648477,0.797328273877102
