time,relative_time,step,negotiator,offer,responses,state,text,data,GeniusBOABaselineNegotiator@0,ConcederTBNegotiator@1
0.0,0.0196078431372549,0,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.0,0.0196078431372549,0,ConcederTBNegotiator@1,"(2, 8, 5, 'standard')",{},continuing,,,0.3567251461988304,0.6432748538011694
0.009889792,0.0392156862745098,1,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.009889792,0.0392156862745098,1,ConcederTBNegotiator@1,"(0, 2, 7, 'premium')",{},continuing,,,0.4385964912280701,0.5614035087719298
0.010452917,0.058823529411764705,2,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.010452917,0.058823529411764705,2,ConcederTBNegotiator@1,"(9, 8, 2, 'standard')",{},continuing,,,0.47368421052631576,0.5263157894736841
0.011029458,0.0784313725490196,3,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.011029458,0.0784313725490196,3,ConcederTBNegotiator@1,"(2, 1, 7, 'premium')",{},continuing,,,0.5263157894736842,0.4736842105263157
0.01164275,0.09803921568627451,4,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.01164275,0.09803921568627451,4,ConcederTBNegotiator@1,"(4, 1, 6, 'premium')",{},continuing,,,0.5555555555555556,0.4444444444444444
0.012267167,0.11764705882352941,5,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.012267167,0.11764705882352941,5,ConcederTBNegotiator@1,"(7, 8, 3, 'basic')",{},continuing,,,0.5614035087719298,0.4385964912280701
0.012915625,0.13725490196078433,6,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.012915625,0.13725490196078433,6,ConcederTBNegotiator@1,"(2, 3, 8, 'standard')",{},continuing,,,0.5906432748538011,0.40935672514619875
0.013595292,0.1568627450980392,7,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.013595292,0.1568627450980392,7,ConcederTBNegotiator@1,"(2, 3, 5, 'basic')",{},continuing,,,0.6198830409356724,0.3801169590643274
0.014308625,0.17647058823529413,8,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.014308625,0.17647058823529413,8,ConcederTBNegotiator@1,"(5, 2, 9, 'premium')",{},continuing,,,0.6432748538011696,0.3567251461988304
0.014987417,0.19607843137254902,9,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.014987417,0.19607843137254902,9,ConcederTBNegotiator@1,"(2, 3, 6, 'basic')",{},continuing,,,0.6491228070175438,0.35087719298245607
0.015665708,0.21568627450980393,10,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.015665708,0.21568627450980393,10,ConcederTBNegotiator@1,"(5, 1, 2, 'basic')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.016355667,0.23529411764705882,11,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.016355667,0.23529411764705882,11,ConcederTBNegotiator@1,"(5, 1, 2, 'basic')",{},continuing,,,0.6783625730994152,0.3216374269005847
0.017068375,0.2549019607843137,12,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.017068375,0.2549019607843137,12,ConcederTBNegotiator@1,"(9, 4, 9, 'premium')",{},continuing,,,0.7017543859649122,0.2982456140350877
0.017758292,0.27450980392156865,13,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.017758292,0.27450980392156865,13,ConcederTBNegotiator@1,"(7, 8, 8, 'basic')",{},continuing,,,0.7076023391812865,0.2923976608187134
0.018457,0.29411764705882354,14,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.018457,0.29411764705882354,14,ConcederTBNegotiator@1,"(8, 2, 9, 'premium')",{},continuing,,,0.7309941520467835,0.26900584795321636
0.019171667,0.3137254901960784,15,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.019171667,0.3137254901960784,15,ConcederTBNegotiator@1,"(2, 1, 7, 'basic')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.01989525,0.3333333333333333,16,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.01989525,0.3333333333333333,16,ConcederTBNegotiator@1,"(2, 1, 7, 'basic')",{},continuing,,,0.7368421052631579,0.26315789473684204
0.020605292,0.35294117647058826,17,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.020605292,0.35294117647058826,17,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.021343042,0.37254901960784315,18,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.021343042,0.37254901960784315,18,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.022088958,0.39215686274509803,19,GeniusBOABaselineNegotiator@0,"(9, 1, 9, 'basic')",{},continuing,,,1.0,0.0
0.022088958,0.39215686274509803,19,ConcederTBNegotiator@1,"(2, 2, 9, 'basic')",{},continuing,,,0.7660818713450293,0.23391812865497072
0.022896458,0.4117647058823529,20,GeniusBOABaselineNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.022896458,0.4117647058823529,20,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.023647875,0.43137254901960786,21,GeniusBOABaselineNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.023647875,0.43137254901960786,21,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.024386708,0.45098039215686275,22,GeniusBOABaselineNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.024386708,0.45098039215686275,22,ConcederTBNegotiator@1,"(9, 1, 2, 'basic')",{},continuing,,,0.7953216374269005,0.20467836257309938
0.025113083,0.47058823529411764,23,GeniusBOABaselineNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9707602339181286,0.029239766081871357
0.025113083,0.47058823529411764,23,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.025836292,0.49019607843137253,24,GeniusBOABaselineNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9415204678362572,0.05847953216374269
0.025836292,0.49019607843137253,24,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.026572667,0.5098039215686274,25,GeniusBOABaselineNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9415204678362572,0.05847953216374269
0.026572667,0.5098039215686274,25,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.027308583,0.5294117647058824,26,GeniusBOABaselineNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9415204678362572,0.05847953216374269
0.027308583,0.5294117647058824,26,ConcederTBNegotiator@1,"(7, 1, 5, 'basic')",{},continuing,,,0.8245614035087718,0.17543859649122806
0.028093917,0.5490196078431373,27,GeniusBOABaselineNegotiator@0,"(7, 1, 8, 'basic')",{},continuing,,,0.9122807017543859,0.08771929824561404
0.028093917,0.5490196078431373,27,ConcederTBNegotiator@1,"(8, 1, 5, 'basic')",{},continuing,,,0.8538011695906432,0.14619883040935672
0.028836583,0.5686274509803921,28,GeniusBOABaselineNegotiator@0,"(7, 1, 8, 'basic')",{},continuing,,,0.9122807017543859,0.08771929824561404
0.028836583,0.5686274509803921,28,ConcederTBNegotiator@1,"(8, 1, 5, 'basic')",{},continuing,,,0.8538011695906432,0.14619883040935672
0.029559125,0.5882352941176471,29,GeniusBOABaselineNegotiator@0,"(9, 3, 7, 'basic')",{},continuing,,,0.8830409356725145,0.11695906432748537
0.029559125,0.5882352941176471,29,ConcederTBNegotiator@1,"(8, 1, 5, 'basic')",{},continuing,,,0.8538011695906432,0.14619883040935672
0.030354875,0.6078431372549019,30,GeniusBOABaselineNegotiator@0,"(9, 3, 7, 'basic')",{},continuing,,,0.8830409356725145,0.11695906432748537
0.031124667,0.6274509803921569,31,ConcederTBNegotiator@1,"(8, 1, 5, 'basic')",{'ConcederTBNegotiator@1': <ResponseType.ACCEPT_OFFER: 0>},agreement,,,0.8538011695906432,0.14619883040935672
