time,relative_time,step,negotiator,offer,responses,state,text,data,LinearTBNegotiator@0,SmartAspirationNegotiator@1
0.0,0.0196078431372549,0,LinearTBNegotiator@0,"(9, 1, 8, 'basic')",{},continuing,,,0.9824561403508771,0.13742690058479534
0.0,0.0196078431372549,0,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.011898584,0.0392156862745098,1,LinearTBNegotiator@0,"(9, 1, 7, 'basic')",{},continuing,,,0.9649122807017545,0.15559416209238722
0.011898584,0.0392156862745098,1,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.012380334,0.058823529411764705,2,LinearTBNegotiator@0,"(9, 1, 6, 'basic')",{},continuing,,,0.9473684210526316,0.16953439214483385
0.012380334,0.058823529411764705,2,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.012833375,0.0784313725490196,3,LinearTBNegotiator@0,"(9, 4, 9, 'basic')",{},continuing,,,0.9269005847953218,0.14912280701754388
0.012833375,0.0784313725490196,3,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.01332175,0.09803921568627451,4,LinearTBNegotiator@0,"(9, 5, 9, 'basic')",{},continuing,,,0.9090318388564003,0.19233268356075373
0.01332175,0.09803921568627451,4,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.013788417,0.11764705882352941,5,LinearTBNegotiator@0,"(9, 1, 8, 'standard')",{},continuing,,,0.8888888888888888,0.25438596491228077
0.013788417,0.11764705882352941,5,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.014239709,0.13725490196078433,6,LinearTBNegotiator@0,"(9, 9, 9, 'basic')",{},continuing,,,0.8700454840805718,0.48862897985705
0.014239709,0.13725490196078433,6,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.014700584,0.1568627450980392,7,LinearTBNegotiator@0,"(9, 10, 8, 'basic')",{},continuing,,,0.8508771929824561,0.6374269005847953
0.014700584,0.1568627450980392,7,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.015166459,0.17647058823529413,8,LinearTBNegotiator@0,"(9, 2, 1, 'basic')",{},continuing,,,0.8320337881741391,0.22379391222895895
0.015166459,0.17647058823529413,8,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.015669209,0.19607843137254902,9,LinearTBNegotiator@0,"(9, 2, 0, 'basic')",{},continuing,,,0.8144899285250162,0.23131903833658224
0.015669209,0.19607843137254902,9,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.016140084,0.21568627450980393,10,LinearTBNegotiator@0,"(9, 7, 4, 'basic')",{},continuing,,,0.7953216374269005,0.41386263059209605
0.016140084,0.21568627450980393,10,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.016634625,0.23529411764705882,11,LinearTBNegotiator@0,"(9, 9, 9, 'standard')",{},continuing,,,0.7764782326185835,0.6055880441845354
0.016634625,0.23529411764705882,11,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.0171455,0.2549019607843137,12,LinearTBNegotiator@0,"(9, 10, 8, 'standard')",{},continuing,,,0.7573099415204678,0.7543859649122808
0.0171455,0.2549019607843137,12,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.017647459,0.27450980392156865,13,LinearTBNegotiator@0,"(9, 2, 1, 'standard')",{},continuing,,,0.7384665367121508,0.3407529765564444
0.017647459,0.27450980392156865,13,SmartAspirationNegotiator@1,"(0, 10, 0, 'standard')",{},continuing,,,0.1169590643274854,1.0
0.018143334,0.29411764705882354,14,LinearTBNegotiator@0,"(8, 3, 2, 'basic')",{},continuing,,,0.7202729044834308,0.2518441933053021
