run_id,seed,profile_id,n_steps,strategy_buyer,strategy_seller,agreement,agreement_outcome,rounds,u_buyer,u_seller,welfare,frontier_optimal_welfare,pareto_distance,nash_distance,kalai_distance,ks_distance,money_left_on_table,welfare_regret,nash_gap
2675,35,A,36,SmartAspirationNegotiator,LinearTBNegotiator,1,"[7, 8, 1, ""premium""]",28,0.7076023391812865,0.2923976608187134,0.9999999999999998,1.0,1.5700924586837752e-16,0.2894589162751948,0.2894589162751948,0.2894589162751948,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2676,36,A,36,SmartAspirationNegotiator,LinearTBNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2677,37,A,36,SmartAspirationNegotiator,LinearTBNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2678,38,A,36,SmartAspirationNegotiator,LinearTBNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2679,39,A,36,SmartAspirationNegotiator,LinearTBNegotiator,0,,23,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2680,0,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2681,1,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2682,2,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,17,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2683,3,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,11,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2684,4,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,20,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2685,5,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2686,6,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2687,7,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2688,8,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,5,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2689,9,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2690,10,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2691,11,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2692,12,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2693,13,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2694,14,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,8,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2695,15,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2696,16,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2697,17,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,3,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2698,18,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2699,19,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,14,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2700,20,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2701,21,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,1,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2702,22,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,9,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2703,23,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,6,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2704,24,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,6,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2705,25,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,17,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2706,26,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,4,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2707,27,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2708,28,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,12,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2709,29,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2710,30,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2711,31,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2712,32,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,19,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2713,33,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,3,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2714,34,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2715,35,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2716,36,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2717,37,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2718,38,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2719,39,A,36,SmartAspirationNegotiator,ConcederTBNegotiator,1,"[0, 9, 4, ""premium""]",23,0.8538011695906432,0.14619883040935672,1.0,1.0,0.0,0.4962152850431912,0.4962152850431912,0.4962152850431912,0.0,0.0,0.0
2720,0,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2721,1,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2722,2,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,17,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2723,3,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,11,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2724,4,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,20,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2725,5,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2726,6,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2727,7,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2728,8,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,5,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2729,9,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2730,10,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2731,11,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2732,12,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2733,13,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2734,14,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,8,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2735,15,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,26,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2736,16,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2737,17,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,3,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2738,18,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,26,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2739,19,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,14,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2740,20,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2741,21,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,1,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2742,22,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,9,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2743,23,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,6,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2744,24,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,6,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2745,25,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,17,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2746,26,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,4,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2747,27,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2748,28,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,12,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2749,29,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2750,30,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,24,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2751,31,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,28,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2752,32,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,19,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2753,33,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,3,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2754,34,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2755,35,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,1,"[1, 1, 0, ""basic""]",31,0.49707602339181284,0.5029239766081871,1.0,1.0,1.2412670766236366e-16,0.008270254750719894,0.008270254750719894,0.008270254750719894,0.0,0.0,0.0
2756,36,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2757,37,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2758,38,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2759,39,A,36,SmartAspirationNegotiator,SmartAspirationNegotiator,0,,23,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2760,0,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2761,1,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,16,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2762,2,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,17,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2763,3,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,11,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2764,4,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,20,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2765,5,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2766,6,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,0,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2767,7,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2768,8,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,5,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2769,9,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2770,10,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2771,11,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2772,12,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,10,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2773,13,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,31,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2774,14,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,8,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2775,15,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,26,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2776,16,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,1,"[2, 3, 9, ""premium""]",32,0.4736842105263157,0.5263157894736841,0.9999999999999998,1.0,2.482534153247273e-16,0.04135127375359927,0.04135127375359927,0.04135127375359927,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
2777,17,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,3,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
2778,18,A,36,SmartAspirationNegotiator,GeniusBOABaselineNegotiator,0,,26,0.002693136349646045,0.002693136349646045,0.00538627269929209,1.0,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.7033102676244063,0.994613727300708,0.994613727300708,0.994613727300708
